id,customer_name,customer_code,invoice_number,invoice_date,due_date,amount,received_amount,balance,category,payment_terms,status,currency,description,created_at
1337,Amazon Air Logistics,C-AMA673,AR-51337,2025-06-03,2025-07-03,1177948.79,240566.65,937382.14,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2025-06-03 10:45:00
1338,Pfizer Corporate Travel,C-PFI869,AR-51338,2025-06-03,2025-07-03,3233391.97,1484704.08,1748687.89,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Pfizer Corporate Travel,2025-06-03 10:45:00
1339,NFL Events & Hospitality,C-NFL601,AR-51339,2025-06-04,2025-06-19,1734324.72,523614.47,1210710.25,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2025-06-04 10:45:00
1340,Siemens Mobility,C-SIE388,AR-51340,2025-06-05,2025-07-05,3113465.05,1620614.68,1492850.37,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Siemens Mobility,2025-06-05 10:45:00
1341,NFL Events & Hospitality,C-NFL601,AR-51341,2025-06-05,2025-06-20,2203716.23,774646.65,1429069.58,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2025-06-05 10:45:00
1342,Maersk Air Cargo,C-MAE973,AR-51342,2025-06-05,2025-07-05,2818995.96,1202071.86,1616924.1,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2025-06-05 10:45:00
1343,Amazon Air Logistics,C-AMA673,AR-51343,2025-06-06,2025-07-06,3154075.36,1271689.45,1882385.91,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2025-06-06 10:45:00
1344,Lufthansa Cargo Partner,C-LUF662,AR-51344,2025-06-06,2025-07-21,269357.74,112529.36,156828.38,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2025-06-06 10:45:00
1345,United Nations Travel Office,C-UNI757,AR-51345,2025-06-07,2025-07-07,1937355.83,212894.4,1724461.43,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2025-06-07 10:45:00
1346,DHL Express,C-DHL723,AR-51346,2025-06-08,2025-07-08,1188424.37,157077.2,1031347.17,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2025-06-08 10:45:00
1347,United Nations Travel Office,C-UNI757,AR-51347,2025-06-09,2025-07-09,2056365.53,279220.25,1777145.28,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2025-06-09 10:45:00
1348,American Express Global Business Travel,C-AME924,AR-51348,2025-06-10,2025-07-10,684287.36,362957.09,321330.27,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2025-06-10 10:45:00
1349,American Express Global Business Travel,C-AME924,AR-51349,2025-06-12,2025-07-12,283763.38,20391.09,263372.29,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2025-06-12 10:45:00
1350,Marriott Meeting Services,C-MAR321,AR-51350,2025-06-12,2025-07-12,451387.55,199693.37,251694.18,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2025-06-12 10:45:00
1351,Walmart Corporate Travel,C-WAL198,AR-51351,2025-06-12,2025-07-12,746277.56,78613.18,667664.38,Cargo Services,Net 30,Overdue,USD,Cargo Services - Walmart Corporate Travel,2025-06-12 10:45:00
1352,Boeing Corporate Shuttle,C-BOE487,AR-51352,2025-06-13,2025-06-28,751214.91,61941.28,689273.63,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2025-06-13 10:45:00
1353,Lufthansa Cargo Partner,C-LUF662,AR-51353,2025-06-13,2025-07-28,717449.6,279423.13,438026.47,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2025-06-13 10:45:00
1354,Maersk Air Cargo,C-MAE973,AR-51354,2025-06-15,2025-07-15,671139.56,165901.14,505238.42,Cargo Services,Net 30,Overdue,USD,Cargo Services - Maersk Air Cargo,2025-06-15 10:45:00
1355,Ryder Integrated Logistics,C-RYD108,AR-51355,2025-06-15,2025-07-15,977706.39,524326.73,453379.66,Cargo Services,Net 30,Overdue,USD,Cargo Services - Ryder Integrated Logistics,2025-06-15 10:45:00
1356,BCD Travel,C-BCD303,AR-51356,2025-06-15,2025-07-15,2981532.5,1316841.53,1664690.97,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - BCD Travel,2025-06-15 10:45:00
1357,Boeing Corporate Shuttle,C-BOE487,AR-51357,2025-06-15,2025-06-30,2251864.37,471998.47,1779865.9,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2025-06-15 10:45:00
1358,American Express Global Business Travel,C-AME924,AR-51358,2025-06-16,2025-07-16,1035896.97,425540.95,610356.02,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - American Express Global Business Travel,2025-06-16 10:45:00
1359,Live Nation Entertainment,C-LIV838,AR-51359,2025-06-17,2025-07-17,1171042.31,282487.57,888554.74,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2025-06-17 10:45:00
1360,CWT Group,C-CWT276,AR-51360,2025-06-18,2025-07-18,2577543.96,791550.67,1785993.29,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - CWT Group,2025-06-18 10:45:00
1361,Live Nation Entertainment,C-LIV838,AR-51361,2025-06-18,2025-07-03,1130245.91,319739.76,810506.15,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Live Nation Entertainment,2025-06-18 10:45:00
1362,Maersk Air Cargo,C-MAE973,AR-51362,2025-06-19,2025-07-19,684183.5,27898.45,656285.05,Cargo Services,Net 30,Overdue,USD,Cargo Services - Maersk Air Cargo,2025-06-19 10:45:00
1363,Marriott Meeting Services,C-MAR321,AR-51363,2025-06-19,2025-07-19,473505.03,15186.74,458318.29,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2025-06-19 10:45:00
1364,Emirates SkyCargo Partner,C-EMI151,AR-51364,2025-06-20,2025-08-04,933115.12,229732.82,703382.3,Interline Billing,Net 45,Overdue,USD,Interline Billing - Emirates SkyCargo Partner,2025-06-20 10:45:00
1365,NFL Events & Hospitality,C-NFL601,AR-51365,2025-06-21,2025-07-06,2047916.37,1072049.96,975866.41,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2025-06-21 10:45:00
1366,Boeing Corporate Shuttle,C-BOE487,AR-51366,2025-06-22,2025-07-22,2425203.87,560699.85,1864504.02,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2025-06-22 10:45:00
1367,Sony Music Touring,C-SON493,AR-51367,2025-06-23,2025-07-23,1491181.55,28444.39,1462737.16,Cargo Services,Net 30,Overdue,USD,Cargo Services - Sony Music Touring,2025-06-23 10:45:00
1368,Sony Music Touring,C-SON493,AR-51368,2025-06-23,2025-07-23,1016605.86,150191.36,866414.5,Cargo Services,Net 30,Overdue,USD,Cargo Services - Sony Music Touring,2025-06-23 10:45:00
1369,Google Travel Services,C-GOO876,AR-51369,2025-06-23,2025-07-23,2752499.12,1266693.26,1485805.86,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Google Travel Services,2025-06-23 10:45:00
1370,UPS Supply Chain Solutions,C-UPS130,AR-51370,2025-06-24,2025-07-24,1312033.24,293651.3,1018381.94,Cargo Services,Net 30,Overdue,USD,Cargo Services - UPS Supply Chain Solutions,2025-06-24 10:45:00
1371,FedEx Trade Networks,C-FED679,AR-51371,2025-06-25,2025-07-25,1177083.6,371697.68,805385.92,Cargo Services,Net 30,Overdue,USD,Cargo Services - FedEx Trade Networks,2025-06-25 10:45:00
1372,DHL Express,C-DHL723,AR-51372,2025-06-25,2025-07-25,2461162.1,1248316.59,1212845.51,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2025-06-25 10:45:00
1373,Sony Music Touring,C-SON493,AR-51373,2025-06-25,2025-07-25,793234.29,87941.44,705292.85,Cargo Services,Net 30,Overdue,USD,Cargo Services - Sony Music Touring,2025-06-25 10:45:00
1374,Walmart Corporate Travel,C-WAL198,AR-51374,2025-06-26,2025-07-26,1260259.63,483295.47,776964.16,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Walmart Corporate Travel,2025-06-26 10:45:00
1375,Walmart Corporate Travel,C-WAL198,AR-51375,2025-06-26,2025-07-26,2980527.46,535702.62,2444824.84,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Walmart Corporate Travel,2025-06-26 10:45:00
1376,Amazon Air Logistics,C-AMA673,AR-51376,2025-06-27,2025-07-27,862297.37,459176.04,403121.33,Cargo Services,Net 30,Overdue,USD,Cargo Services - Amazon Air Logistics,2025-06-27 10:45:00
1377,American Express Global Business Travel,C-AME924,AR-51377,2025-06-27,2025-07-27,1320232.49,638669.28,681563.21,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - American Express Global Business Travel,2025-06-27 10:45:00
1378,DHL Express,C-DHL723,AR-51378,2025-06-28,2025-07-28,3570723.4,1570145.84,2000577.56,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2025-06-28 10:45:00
1379,Boeing Corporate Shuttle,C-BOE487,AR-51379,2025-06-29,2025-07-14,1045413.4,375794.35,669619.05,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2025-06-29 10:45:00
1380,American Express Global Business Travel,C-AME924,AR-51380,2025-06-30,2025-07-30,462488.65,30737.03,431751.62,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2025-06-30 10:45:00
1381,Sony Music Touring,C-SON493,AR-51381,2025-06-30,2025-07-15,640373.0,3290.83,637082.17,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Sony Music Touring,2025-06-30 10:45:00
1382,Siemens Mobility,C-SIE388,AR-51382,2025-06-30,2025-07-30,3369138.8,1213882.17,2155256.63,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Siemens Mobility,2025-06-30 10:45:00
1383,Boeing Corporate Shuttle,C-BOE487,AR-51383,2025-07-01,2025-07-31,1844576.14,587485.01,1257091.13,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2025-07-01 10:45:00
1384,Kuehne+Nagel,C-KUE458,AR-51384,2025-07-01,2025-07-31,1232579.07,124010.92,1108568.15,Cargo Services,Net 30,Overdue,USD,Cargo Services - Kuehne+Nagel,2025-07-01 10:45:00
1385,Boeing Corporate Shuttle,C-BOE487,AR-51385,2025-07-02,2025-07-17,954285.69,287242.63,667043.06,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2025-07-02 10:45:00
1386,DHL Express,C-DHL723,AR-51386,2025-07-02,2025-08-01,3070272.89,218829.91,2851442.98,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2025-07-02 10:45:00
1387,United Nations Travel Office,C-UNI757,AR-51387,2025-07-03,2025-08-02,3391603.43,1135991.66,2255611.77,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2025-07-03 10:45:00
1388,Boeing Corporate Shuttle,C-BOE487,AR-51388,2025-07-04,2025-07-19,1298469.96,102796.26,1195673.7,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2025-07-04 10:45:00
1389,TUI Travel Partners,C-TUI255,AR-51389,2025-07-05,2025-08-19,576420.2,112112.22,464307.98,Interline Billing,Net 45,Overdue,USD,Interline Billing - TUI Travel Partners,2025-07-05 10:45:00
1390,Expedia Partner Solutions,C-EXP610,AR-51390,2025-07-05,2025-08-04,430694.75,208449.97,222244.78,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2025-07-05 10:45:00
1391,Siemens Mobility,C-SIE388,AR-51391,2025-07-05,2025-08-04,2691094.06,118047.04,2573047.02,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Siemens Mobility,2025-07-05 10:45:00
1392,DHL Express,C-DHL723,AR-51392,2025-07-05,2025-08-04,894119.57,89257.89,804861.68,Cargo Services,Net 30,Overdue,USD,Cargo Services - DHL Express,2025-07-05 10:45:00
1393,Siemens Mobility,C-SIE388,AR-51393,2025-07-06,2025-08-05,3960354.38,529436.35,3430918.03,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Siemens Mobility,2025-07-06 10:45:00
1394,FedEx Trade Networks,C-FED679,AR-51394,2025-07-06,2025-08-05,2613299.34,1071550.39,1541748.95,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - FedEx Trade Networks,2025-07-06 10:45:00
1395,Lufthansa Cargo Partner,C-LUF662,AR-51395,2025-07-06,2025-08-20,251564.03,60530.88,191033.15,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2025-07-06 10:45:00
1396,Shell Corporate Travel,C-SHE535,AR-51396,2025-07-07,2025-08-06,2967710.73,1439560.94,1528149.79,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Shell Corporate Travel,2025-07-07 10:45:00
1397,DHL Express,C-DHL723,AR-51397,2025-07-07,2025-08-06,2970182.59,130825.01,2839357.58,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2025-07-07 10:45:00
1398,Boeing Corporate Shuttle,C-BOE487,AR-51398,2025-07-08,2025-07-23,995770.45,192196.35,803574.1,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2025-07-08 10:45:00
1399,Maersk Air Cargo,C-MAE973,AR-51399,2025-07-08,2025-08-07,1910220.68,989284.56,920936.12,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2025-07-08 10:45:00
1400,Disney Corporate Events,C-DIS143,AR-51400,2025-07-08,2025-07-23,503897.4,83745.47,420151.93,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Disney Corporate Events,2025-07-08 10:45:00
1401,Lufthansa Cargo Partner,C-LUF662,AR-51401,2025-07-11,2025-08-25,528738.41,25124.49,503613.92,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2025-07-11 10:45:00
1402,Lufthansa Cargo Partner,C-LUF662,AR-51402,2025-07-11,2025-08-25,521336.51,30717.62,490618.89,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2025-07-11 10:45:00
1403,Google Travel Services,C-GOO876,AR-51403,2025-07-12,2025-08-11,3628165.84,538951.03,3089214.81,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Google Travel Services,2025-07-12 10:45:00
1404,DHL Express,C-DHL723,AR-51404,2025-07-12,2025-08-11,2652991.78,902215.7,1750776.08,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2025-07-12 10:45:00
1405,American Express Global Business Travel,C-AME924,AR-51405,2025-07-13,2025-08-12,1981590.57,382889.04,1598701.53,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - American Express Global Business Travel,2025-07-13 10:45:00
1406,DB Schenker Logistics,C-DBS187,AR-51406,2025-07-14,2025-08-13,1141059.24,505476.79,635582.45,Cargo Services,Net 30,Overdue,USD,Cargo Services - DB Schenker Logistics,2025-07-14 10:45:00
1407,Shell Corporate Travel,C-SHE535,AR-51407,2025-07-14,2025-08-13,2297888.66,620413.3,1677475.36,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Shell Corporate Travel,2025-07-14 10:45:00
1408,Shell Corporate Travel,C-SHE535,AR-51408,2025-07-14,2025-08-13,2716444.89,635284.89,2081160.0,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Shell Corporate Travel,2025-07-14 10:45:00
1409,Lufthansa Cargo Partner,C-LUF662,AR-51409,2025-07-15,2025-08-29,722645.04,1950.55,720694.49,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2025-07-15 10:45:00
1410,CWT Group,C-CWT276,AR-51410,2025-07-15,2025-08-14,2223954.58,1129010.33,1094944.25,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - CWT Group,2025-07-15 10:45:00
1411,Boeing Corporate Shuttle,C-BOE487,AR-51411,2025-07-15,2025-08-14,1154587.38,308875.05,845712.33,Cargo Services,Net 30,Overdue,USD,Cargo Services - Boeing Corporate Shuttle,2025-07-15 10:45:00
1412,Maersk Air Cargo,C-MAE973,AR-51412,2025-07-15,2025-08-14,3011278.4,650889.06,2360389.34,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2025-07-15 10:45:00
1413,UPS Supply Chain Solutions,C-UPS130,AR-51413,2025-07-16,2025-08-15,998452.38,107171.73,891280.65,Cargo Services,Net 30,Overdue,USD,Cargo Services - UPS Supply Chain Solutions,2025-07-16 10:45:00
1414,Google Travel Services,C-GOO876,AR-51414,2025-07-18,2025-08-17,1365983.22,19174.99,1346808.23,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Google Travel Services,2025-07-18 10:45:00
1415,Lufthansa Cargo Partner,C-LUF662,AR-51415,2025-07-19,2025-09-02,727152.39,187245.06,539907.33,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2025-07-19 10:45:00
1416,NFL Events & Hospitality,C-NFL601,AR-51416,2025-07-20,2025-08-04,1995527.46,194062.71,1801464.75,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2025-07-20 10:45:00
1417,Emirates SkyCargo Partner,C-EMI151,AR-51417,2025-07-21,2025-09-04,322506.25,113296.21,209210.04,Interline Billing,Net 45,Overdue,USD,Interline Billing - Emirates SkyCargo Partner,2025-07-21 10:45:00
1418,American Express Global Business Travel,C-AME924,AR-51418,2025-07-21,2025-08-20,373896.35,103523.41,270372.94,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2025-07-21 10:45:00
1419,Disney Corporate Events,C-DIS143,AR-51419,2025-07-23,2025-08-07,630117.93,55934.69,574183.24,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Disney Corporate Events,2025-07-23 10:45:00
1420,Live Nation Entertainment,C-LIV838,AR-51420,2025-07-23,2025-08-22,2466424.19,771963.51,1694460.68,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2025-07-23 10:45:00
1421,Emirates SkyCargo Partner,C-EMI151,AR-51421,2025-07-23,2025-09-06,295988.84,44155.98,251832.86,Interline Billing,Net 45,Overdue,USD,Interline Billing - Emirates SkyCargo Partner,2025-07-23 10:45:00
1422,Pfizer Corporate Travel,C-PFI869,AR-51422,2025-07-25,2025-08-24,1796370.53,140108.65,1656261.88,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Pfizer Corporate Travel,2025-07-25 10:45:00
1423,Pfizer Corporate Travel,C-PFI869,AR-51423,2025-07-26,2025-08-25,3981107.81,1515647.4,2465460.41,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Pfizer Corporate Travel,2025-07-26 10:45:00
1424,Ryder Integrated Logistics,C-RYD108,AR-51424,2025-07-26,2025-08-25,589422.15,115784.97,473637.18,Cargo Services,Net 30,Overdue,USD,Cargo Services - Ryder Integrated Logistics,2025-07-26 10:45:00
1425,United Nations Travel Office,C-UNI757,AR-51425,2025-07-26,2025-08-25,1550502.12,199878.91,1350623.21,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2025-07-26 10:45:00
1426,Walmart Corporate Travel,C-WAL198,AR-51426,2025-07-27,2025-08-26,3979619.29,299323.58,3680295.71,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Walmart Corporate Travel,2025-07-27 10:45:00
1427,Maersk Air Cargo,C-MAE973,AR-51427,2025-07-28,2025-08-27,1515976.34,701911.1,814065.24,Cargo Services,Net 30,Overdue,USD,Cargo Services - Maersk Air Cargo,2025-07-28 10:45:00
1428,Maersk Air Cargo,C-MAE973,AR-51428,2025-07-29,2025-08-28,2878427.81,786378.17,2092049.64,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2025-07-29 10:45:00
1429,Siemens Mobility,C-SIE388,AR-51429,2025-07-29,2025-08-28,1581398.39,722760.62,858637.77,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Siemens Mobility,2025-07-29 10:45:00
1430,NFL Events & Hospitality,C-NFL601,AR-51430,2025-07-29,2025-08-13,1779039.14,514006.74,1265032.4,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2025-07-29 10:45:00
1431,DB Schenker Logistics,C-DBS187,AR-51431,2025-07-30,2025-08-29,548754.86,58238.61,490516.25,Cargo Services,Net 30,Overdue,USD,Cargo Services - DB Schenker Logistics,2025-07-30 10:45:00
1432,Google Travel Services,C-GOO876,AR-51432,2025-07-31,2025-08-30,1093840.93,108192.8,985648.13,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Google Travel Services,2025-07-31 10:45:00
1433,NFL Events & Hospitality,C-NFL601,AR-51433,2025-07-31,2025-08-15,1242015.59,583493.21,658522.38,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - NFL Events & Hospitality,2025-07-31 10:45:00
1434,American Express Global Business Travel,C-AME924,AR-51434,2025-08-02,2025-09-01,2977365.43,984009.25,1993356.18,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - American Express Global Business Travel,2025-08-02 10:45:00
1435,Disney Corporate Events,C-DIS143,AR-51435,2025-08-02,2025-08-17,1622761.93,571133.19,1051628.74,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Disney Corporate Events,2025-08-02 10:45:00
1436,Amazon Air Logistics,C-AMA673,AR-51436,2025-08-02,2025-09-01,2344182.13,1051248.23,1292933.9,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2025-08-02 10:45:00
1437,UPS Supply Chain Solutions,C-UPS130,AR-51437,2025-08-04,2025-09-03,1843346.56,940960.58,902385.98,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - UPS Supply Chain Solutions,2025-08-04 10:45:00
1438,Walmart Corporate Travel,C-WAL198,AR-51438,2025-08-06,2025-09-05,659191.63,231194.29,427997.34,Cargo Services,Net 30,Overdue,USD,Cargo Services - Walmart Corporate Travel,2025-08-06 10:45:00
1439,Lufthansa Cargo Partner,C-LUF662,AR-51439,2025-08-07,2025-09-21,535428.57,125380.73,410047.84,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2025-08-07 10:45:00
1440,Maersk Air Cargo,C-MAE973,AR-51440,2025-08-07,2025-09-06,956999.04,22215.91,934783.13,Cargo Services,Net 30,Overdue,USD,Cargo Services - Maersk Air Cargo,2025-08-07 10:45:00
1441,Sony Music Touring,C-SON493,AR-51441,2025-08-07,2025-09-06,1335935.52,258892.14,1077043.38,Cargo Services,Net 30,Overdue,USD,Cargo Services - Sony Music Touring,2025-08-07 10:45:00
1442,BCD Travel,C-BCD303,AR-51442,2025-08-08,2025-09-07,2263744.6,1055305.1,1208439.5,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - BCD Travel,2025-08-08 10:45:00
1443,FedEx Trade Networks,C-FED679,AR-51443,2025-08-09,2025-09-08,1176221.35,550812.85,625408.5,Cargo Services,Net 30,Overdue,USD,Cargo Services - FedEx Trade Networks,2025-08-09 10:45:00
1444,American Express Global Business Travel,C-AME924,AR-51444,2025-08-10,2025-09-09,313468.83,48587.56,264881.27,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2025-08-10 10:45:00
1445,Disney Corporate Events,C-DIS143,AR-51445,2025-08-10,2025-08-25,768819.94,374787.31,394032.63,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Disney Corporate Events,2025-08-10 10:45:00
1446,Boeing Corporate Shuttle,C-BOE487,AR-51446,2025-08-10,2025-08-25,1646287.4,755243.35,891044.05,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2025-08-10 10:45:00
1447,Lufthansa Cargo Partner,C-LUF662,AR-51447,2025-08-10,2025-09-24,592007.35,71876.74,520130.61,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2025-08-10 10:45:00
1448,Emirates SkyCargo Partner,C-EMI151,AR-51448,2025-08-11,2025-09-25,432908.65,131026.5,301882.15,Interline Billing,Net 45,Overdue,USD,Interline Billing - Emirates SkyCargo Partner,2025-08-11 10:45:00
1449,Amazon Air Logistics,C-AMA673,AR-51449,2025-08-12,2025-09-11,893432.34,314312.4,579119.94,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2025-08-12 10:45:00
1450,Sony Music Touring,C-SON493,AR-51450,2025-08-12,2025-09-11,1540298.36,275866.56,1264431.8,Cargo Services,Net 30,Overdue,USD,Cargo Services - Sony Music Touring,2025-08-12 10:45:00
1451,Ryder Integrated Logistics,C-RYD108,AR-51451,2025-08-13,2025-09-12,1310500.4,348540.44,961959.96,Cargo Services,Net 30,Overdue,USD,Cargo Services - Ryder Integrated Logistics,2025-08-13 10:45:00
1452,UPS Supply Chain Solutions,C-UPS130,AR-51452,2025-08-14,2025-09-13,889902.37,138998.93,750903.44,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - UPS Supply Chain Solutions,2025-08-14 10:45:00
1453,American Express Global Business Travel,C-AME924,AR-51453,2025-08-15,2025-09-14,2759859.65,1100355.11,1659504.54,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - American Express Global Business Travel,2025-08-15 10:45:00
1454,UPS Supply Chain Solutions,C-UPS130,AR-51454,2025-08-15,2025-09-14,2356624.6,241400.76,2115223.84,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - UPS Supply Chain Solutions,2025-08-15 10:45:00
1455,Lufthansa Cargo Partner,C-LUF662,AR-51455,2025-08-16,2025-09-30,170671.27,67087.57,103583.7,Interline Billing,Net 45,Overdue,USD,Interline Billing - Lufthansa Cargo Partner,2025-08-16 10:45:00
1456,Maersk Air Cargo,C-MAE973,AR-51456,2025-08-17,2025-09-16,2078131.54,739622.21,1338509.33,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2025-08-17 10:45:00
1457,Walmart Corporate Travel,C-WAL198,AR-51457,2025-08-18,2025-09-17,775428.79,321862.69,453566.1,Cargo Services,Net 30,Overdue,USD,Cargo Services - Walmart Corporate Travel,2025-08-18 10:45:00
1458,CWT Group,C-CWT276,AR-51458,2025-08-20,2025-09-19,1655327.68,47678.03,1607649.65,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - CWT Group,2025-08-20 10:45:00
1459,Live Nation Entertainment,C-LIV838,AR-51459,2025-08-20,2025-09-19,2060409.26,828893.69,1231515.57,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2025-08-20 10:45:00
1460,American Express Global Business Travel,C-AME924,AR-51460,2025-08-21,2025-09-20,990935.86,529131.78,461804.08,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2025-08-21 10:45:00
1461,Pfizer Corporate Travel,C-PFI869,AR-51461,2025-08-21,2025-09-20,2019726.55,679699.28,1340027.27,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Pfizer Corporate Travel,2025-08-21 10:45:00
