id,period,period_start,period_end,passenger_revenue,cargo_revenue,ancillary_revenue,loyalty_revenue,other_revenue,total_revenue,fuel_expense,labor_expense,maintenance_expense,airport_expense,lease_expense,distribution_expense,catering_expense,insurance_expense,depreciation_expense,other_expense,total_expenses,operating_income,interest_expense,interest_income,fuel_hedging_gain_loss,pre_tax_income,income_tax,net_income,created_at
907,2025-06-25,2025-06-25,2025-06-25,42354922.24,2670032.05,7781123.44,1835154.23,1810146.77,56451378.73,15472721.51,13952439.02,4137881.85,3439190.28,3499985.48,1868452.09,1441219.8,918201.8,2250903.68,719916.97,47700912.48,8750466.25,326163.3,289255.92,32989.23,8746548.1,2142904.28,6603643.82,2025-06-25 18:15:00
908,2025-06-26,2025-06-26,2025-06-26,40118371.51,2098557.77,6098366.9,1476713.31,1423123.92,51215133.41,14468261.68,12375903.56,3687489.6,3068716.13,3303991.59,1792979.03,1327634.08,809504.61,2304681.0,686065.99,43825227.27,7389906.14,269189.88,174659.87,-28151.02,7267225.11,1780470.15,5486754.96,2025-06-26 18:15:00
909,2025-06-27,2025-06-27,2025-06-27,45974153.5,2282920.09,6833582.3,1751338.39,1792417.06,58634411.34,16157632.95,14248948.43,4825473.28,3812059.21,3989350.4,2055865.06,1547938.75,834195.92,2486776.66,747028.08,50705268.74,7929142.6,271799.89,182848.85,-27214.94,7812976.62,1914179.27,5898797.35,2025-06-27 18:15:00
910,2025-06-28,2025-06-28,2025-06-28,46039922.05,2465359.0,7488565.72,1635142.64,1587745.17,59216734.58,16314241.14,14148521.28,4484041.87,3584983.65,4109714.51,1938296.15,1441303.14,856264.45,2362772.36,960757.46,50200896.01,9015838.57,200046.95,239875.95,90490.83,9146158.4,2240808.81,6905349.59,2025-06-28 18:15:00
911,2025-06-29,2025-06-29,2025-06-29,43841111.0,2371239.63,6728705.09,1738977.51,1925337.86,56605371.09,16301731.14,13934678.42,4233711.41,3244933.17,3875072.03,1741546.12,1274393.04,885055.14,2228996.62,861134.26,48581251.35,8024119.74,264263.22,99437.54,-36238.6,7823055.46,1916648.59,5906406.87,2025-06-29 18:15:00
912,2025-06-30,2025-06-30,2025-06-30,42809144.58,2117498.77,7242038.71,1563994.61,1860632.8,55593309.47,14789442.99,14054875.89,4101904.15,3253167.99,3716333.23,2125186.87,1297713.28,808071.46,2139839.53,932133.42,47218668.81,8374640.66,136295.02,76672.12,67140.69,8382158.45,2053628.82,6328529.63,2025-06-30 18:15:00
913,2025-07-01,2025-07-01,2025-07-01,46966580.29,2617136.53,7317434.66,2095926.12,1951753.01,60948830.61,16775223.44,15420894.36,4964255.04,3894334.87,4318331.03,2188809.53,1448322.1,954229.71,2507780.55,818519.22,53290699.85,7658130.76,229172.35,216109.71,20682.47,7665750.59,1878108.89,5787641.7,2025-07-01 18:15:00
914,2025-07-02,2025-07-02,2025-07-02,43619470.45,2536827.68,7045911.28,2001269.88,1500731.55,56704210.84,16268303.15,13244738.52,4531758.57,3430504.27,3913177.5,1945731.62,1344182.5,947773.53,2386795.37,708460.92,48721425.95,7982784.89,138395.55,150193.44,-31656.71,7962926.07,1950916.89,6012009.18,2025-07-02 18:15:00
915,2025-07-03,2025-07-03,2025-07-03,47434916.97,2927782.25,7445600.42,1989096.89,1836193.8,61633590.33,17140110.32,15363328.62,4467754.3,3718839.23,4080904.68,2117209.39,1626072.48,950331.02,2667390.68,869785.44,53001726.16,8631864.17,270920.73,260684.12,-51111.54,8570516.02,2099776.42,6470739.6,2025-07-03 18:15:00
916,2025-07-04,2025-07-04,2025-07-04,56127973.79,2487705.17,8896742.01,2501798.12,1596600.79,71610819.88,19430187.54,17419770.26,5799173.26,4596022.72,5110450.4,2523753.92,1919779.91,1151749.94,2732599.04,1048024.74,61731511.73,9879308.15,209835.37,151645.71,-28134.41,9792984.08,2399281.1,7393702.98,2025-07-04 18:15:00
917,2025-07-05,2025-07-05,2025-07-05,56494810.01,2776724.13,8286438.79,1761651.02,1851037.74,71170661.69,18360644.66,16893693.18,5388384.18,4146097.46,4612404.44,2525286.43,2059505.32,1062581.4,2776504.71,1097322.97,58922424.75,12248236.94,371244.58,282706.35,22995.37,12182694.08,2984760.05,9197934.03,2025-07-05 18:15:00
918,2025-07-06,2025-07-06,2025-07-06,51867846.61,2282379.38,6493876.79,1642756.26,1342696.98,63629556.02,16058019.2,14751655.4,4697003.62,3499625.58,4075875.17,1897895.73,1646437.65,1037083.33,2597401.37,740343.68,51001340.73,12628215.29,299134.9,230822.36,-36169.99,12523732.76,3068314.53,9455418.23,2025-07-06 18:15:00
919,2025-07-07,2025-07-07,2025-07-07,50132887.39,2331414.93,7632793.05,1830153.59,1515485.1,63442734.06,18770713.13,14655225.9,4761787.17,3707682.2,4197231.03,2112532.4,1520293.96,1047321.24,2854923.03,1012385.0,54640095.06,8802639.0,210326.94,210833.53,70361.61,8873507.2,2174009.26,6699497.94,2025-07-07 18:15:00
920,2025-07-08,2025-07-08,2025-07-08,44119612.06,2687630.42,6965580.9,1704709.25,2124549.57,57602082.2,16026932.56,13653778.03,4208996.77,3555561.52,3771941.0,1906072.49,1487119.84,839669.34,2438230.11,761011.21,48649312.87,8952769.33,386390.97,198945.54,-7177.25,8758146.65,2145745.93,6612400.72,2025-07-08 18:15:00
921,2025-07-09,2025-07-09,2025-07-09,45850088.29,2761993.51,7547765.03,1734969.08,1941602.51,59836418.42,16117549.16,14937775.28,4308222.13,3605231.9,3965367.63,2015118.88,1530394.86,912392.51,2486753.66,820068.21,50698874.22,9137544.2,176925.26,221873.53,34584.07,9217076.54,2258183.75,6958892.79,2025-07-09 18:15:00
922,2025-07-10,2025-07-10,2025-07-10,44542379.84,2347712.55,6993186.92,1388517.97,1780322.12,57052119.4,15903482.17,14198366.7,4521841.36,3213101.83,3913557.53,2027722.92,1441316.39,840539.16,2234310.17,989707.02,49283945.25,7768174.15,246945.01,132547.14,30011.64,7683787.92,1882528.04,5801259.88,2025-07-10 18:15:00
923,2025-07-11,2025-07-11,2025-07-11,51285129.96,2548246.46,8009352.54,2188181.7,1656511.41,65687422.07,17462847.83,15319436.67,4942873.4,4207159.74,4396593.22,1998200.84,1741743.01,1084447.76,2484299.75,698494.19,54336096.41,11351325.66,192537.4,168523.04,76400.77,11403712.07,2793909.46,8609802.61,2025-07-11 18:15:00
924,2025-07-12,2025-07-12,2025-07-12,51634043.12,2263136.16,8041057.51,2438194.43,1617352.98,65993784.2,17955925.29,15919956.39,5185755.85,4057990.18,4420488.47,2065718.64,1595616.93,1066723.96,2709590.91,1032473.02,56010239.64,9983544.56,326475.49,243628.32,-16917.18,9883780.21,2421526.15,7462254.06,2025-07-12 18:15:00
925,2025-07-13,2025-07-13,2025-07-13,51679910.83,2508558.92,8613667.59,2194361.07,1903919.55,66900417.96,17800039.82,15737424.96,5167429.64,4159001.23,4490197.48,2183396.16,1752528.84,1067080.95,2732945.35,1046152.43,56136196.86,10764221.1,349920.07,188440.05,8166.93,10610908.01,2599672.46,8011235.55,2025-07-13 18:15:00
926,2025-07-14,2025-07-14,2025-07-14,48723811.64,2717179.42,7457879.49,2044459.71,1782594.18,62725924.44,16398538.9,14899919.43,4909484.2,3905242.71,3912551.43,2152044.31,1692178.9,995568.21,2546565.19,838170.78,52250264.06,10475660.38,375133.03,99961.53,-59205.91,10141282.97,2484614.33,7656668.64,2025-07-14 18:15:00
927,2025-07-15,2025-07-15,2025-07-15,45404263.25,2459317.21,7058933.6,1738699.03,2204337.27,58865550.36,14987696.59,14967240.38,4238319.63,3361483.54,3765598.59,2099395.78,1655864.78,960852.69,2379895.91,830356.94,49246704.83,9618845.53,263748.23,204509.14,9180.77,9568787.21,2344352.87,7224434.34,2025-07-15 18:15:00
928,2025-07-16,2025-07-16,2025-07-16,46804205.53,2498595.57,7104883.99,1588382.38,1818039.59,59814107.06,15538742.68,14414478.2,4341228.11,3703009.83,3961451.07,2228831.95,1583014.06,977533.07,2385235.2,1043283.25,50176807.42,9637299.64,86849.36,254558.69,55322.13,9860331.1,2415781.12,7444549.98,2025-07-16 18:15:00
929,2025-07-17,2025-07-17,2025-07-17,45811698.43,2320334.74,7531527.29,1754197.97,1872363.72,59290122.15,16961849.24,13722745.14,4643088.44,3778106.59,3872483.48,1981908.2,1634313.28,919259.1,2343948.23,1122115.79,50979817.49,8310304.66,228493.07,239726.23,11268.01,8332805.83,2041537.43,6291268.4,2025-07-17 18:15:00
930,2025-07-18,2025-07-18,2025-07-18,49758517.8,2420105.25,8130656.25,2316247.91,1549471.41,64174998.62,17078026.19,15367165.54,4620599.9,4134213.14,4269974.98,2288542.18,1625819.42,986010.55,2764932.43,1099282.54,54234566.87,9940431.75,367122.91,256515.92,107458.48,9937283.24,2434634.39,7502648.85,2025-07-18 18:15:00
931,2025-07-19,2025-07-19,2025-07-19,53709159.18,2913450.71,8021772.59,1978443.9,1778786.35,68401612.73,19252135.87,16081710.13,5301656.08,4320505.1,4774997.34,2422807.35,1747221.01,1090390.44,2713506.17,1284017.52,58988947.01,9412665.72,243260.65,285306.57,25241.21,9479952.85,2322588.45,7157364.4,2025-07-19 18:15:00
932,2025-07-20,2025-07-20,2025-07-20,49227158.9,2570918.99,7617893.23,1767580.89,1898751.32,63082303.33,18029241.25,14148261.63,4541925.84,3945128.7,4217121.43,2213137.79,1767677.83,997347.94,2560244.35,859012.93,53279099.69,9803203.64,97649.21,264160.91,-22899.06,9946816.28,2436969.99,7509846.29,2025-07-20 18:15:00
933,2025-07-21,2025-07-21,2025-07-21,49640609.85,2352802.38,7903937.86,2108848.24,1776089.72,63782288.05,17638454.44,15666385.84,4851918.27,3558269.46,4104751.47,2165500.41,1527115.3,1151951.64,2611335.07,755171.57,54030853.47,9751434.58,302565.77,228807.14,22855.26,9700531.21,2376630.15,7323901.06,2025-07-21 18:15:00
934,2025-07-22,2025-07-22,2025-07-22,47899148.47,2495441.07,7110476.62,2044827.25,1750913.19,61300806.6,16767872.85,14963369.14,5053711.9,3736602.68,4009918.73,2035244.16,1556751.73,957279.85,2578276.4,913060.62,52572088.06,8728718.54,304377.0,51468.55,-63206.2,8412603.89,2061087.95,6351515.94,2025-07-22 18:15:00
935,2025-07-23,2025-07-23,2025-07-23,48622492.66,2234588.54,8801967.17,1690984.05,1932199.8,63282232.22,17592544.76,15113115.83,5005525.16,3678613.68,4456407.68,2016754.2,1752453.94,1030846.38,2513712.93,1051099.99,54211074.55,9071157.67,208680.32,267316.82,-33754.28,9096039.89,2228529.77,6867510.12,2025-07-23 18:15:00
936,2025-07-24,2025-07-24,2025-07-24,45249451.63,2356146.0,6535666.15,1654647.57,2197236.99,57993148.34,15812582.12,14069948.7,4175506.68,3760652.91,4063289.24,1840517.78,1489457.31,954910.92,2462800.95,654771.63,49284438.24,8708710.1,218030.03,122030.31,-52031.71,8560678.67,2097366.27,6463312.4,2025-07-24 18:15:00
937,2025-07-25,2025-07-25,2025-07-25,48489673.71,2845770.58,7700547.53,1695498.88,1891606.83,62623097.53,18100149.77,14360578.36,4972050.15,4032372.55,4270378.92,2172655.99,1601372.61,1089674.73,2513096.24,823311.27,53935640.59,8687456.94,196716.93,126046.39,1821.68,8618608.08,2111558.98,6507049.1,2025-07-25 18:15:00
938,2025-07-26,2025-07-26,2025-07-26,51077004.71,2539565.56,7937143.54,1958817.74,2114543.62,65627075.17,19421091.06,15534225.06,5466473.64,3816110.31,4191931.65,2224177.38,1680184.5,996797.53,2674772.83,877382.14,56883146.1,8743929.07,345468.97,141729.14,-2316.65,8537872.59,2091778.78,6446093.81,2025-07-26 18:15:00
939,2025-07-27,2025-07-27,2025-07-27,52110629.51,2960251.68,9559399.74,2223807.48,1997949.14,68852037.55,20093938.18,16860622.96,6003967.55,4190477.22,4655334.8,2283752.22,1802252.18,1193870.08,2992629.57,1081880.82,61158725.58,7693311.97,304422.07,358498.18,55045.7,7802433.78,1911596.28,5890837.5,2025-07-27 18:15:00
940,2025-07-28,2025-07-28,2025-07-28,49436535.68,2554249.25,7537494.07,1696078.68,2101194.21,63325551.89,16212210.81,15388652.66,4934385.08,3910069.66,4291407.64,2237267.51,1749629.64,1003874.92,2504282.31,978711.55,53210491.78,10115060.11,175632.24,267985.73,-59.46,10207354.14,2500801.76,7706552.38,2025-07-28 18:15:00
941,2025-07-29,2025-07-29,2025-07-29,44543849.74,2569122.64,7049203.4,1867477.2,1723226.97,57752879.95,15786802.27,13834080.08,4158207.36,3678995.55,3872393.0,1940440.27,1581640.43,1068505.97,2430319.56,776757.67,49128142.16,8624737.79,211170.42,113135.46,-42448.48,8484254.35,2078642.32,6405612.03,2025-07-29 18:15:00
942,2025-07-30,2025-07-30,2025-07-30,47634430.36,2711530.23,7067863.52,1787327.05,1813094.6,61014245.76,16959591.45,14360635.53,4745685.49,3415159.24,4018396.88,1963050.48,1587418.97,998351.83,2593527.44,937155.78,51578973.09,9435272.67,191071.74,152235.38,72373.18,9468809.49,2319858.33,7148951.16,2025-07-30 18:15:00
943,2025-07-31,2025-07-31,2025-07-31,46815346.78,2030048.07,7271045.83,2178614.09,1814021.38,60109076.15,16996148.07,14291737.19,4955292.66,3305999.19,3983713.27,2011670.68,1661329.68,887875.42,2492413.63,764009.78,51350189.57,8758886.58,410064.21,189334.16,-130784.35,8407372.18,2059806.18,6347566.0,2025-07-31 18:15:00
944,2025-08-01,2025-08-01,2025-08-01,51535041.94,2581739.87,7453940.09,1978892.27,1946688.57,65496302.74,17098647.7,15782132.77,4933219.41,4002770.23,4304454.36,2334370.73,1736483.13,1035027.68,2673801.66,926586.04,54827493.71,10668809.03,345189.86,244418.24,5624.67,10573662.08,2590547.21,7983114.87,2025-08-01 18:15:00
945,2025-08-02,2025-08-02,2025-08-02,50298254.41,2533092.64,6696567.38,1893559.92,2000649.19,63422123.54,16560742.15,15204069.52,5090122.9,3488216.8,4104036.23,2026525.43,1730706.05,1099503.02,2802532.06,790900.61,52897354.77,10524768.77,244563.87,206018.26,13680.4,10499903.56,2572476.37,7927427.19,2025-08-02 18:15:00
946,2025-08-03,2025-08-03,2025-08-03,50330639.04,2848798.45,7472424.94,2045674.14,1854343.73,64551880.3,18839197.14,15662157.09,4695840.98,3968373.14,4501330.15,2221782.35,1578774.11,1038093.72,2645286.47,948881.94,56099717.09,8452163.21,283888.09,151103.77,352.48,8319731.37,2038334.19,6281397.18,2025-08-03 18:15:00
947,2025-08-04,2025-08-04,2025-08-04,47741402.79,2745981.25,8006383.83,1745010.65,2019129.02,62257907.54,17022382.19,14896411.05,4832024.29,3908341.21,4281141.83,2109867.47,1781063.58,992414.37,2571632.37,834195.04,53229473.4,9028434.14,359407.82,203618.23,25162.42,8897806.97,2179962.71,6717844.26,2025-08-04 18:15:00
948,2025-08-05,2025-08-05,2025-08-05,39848297.03,2320968.61,6734646.7,1240327.26,1703427.61,51847667.21,13707018.76,12638864.03,3733032.04,3354971.28,3444247.85,1683928.25,1365165.65,866841.0,2099582.16,849303.68,43742954.7,8104712.51,203184.52,113615.34,8543.96,8023687.29,1965803.39,6057883.9,2025-08-05 18:15:00
949,2025-08-06,2025-08-06,2025-08-06,43294623.41,2809738.83,6696021.17,1575574.48,2021029.97,56396987.86,15139852.76,13698343.03,4081304.59,3334883.34,3818321.78,1884409.23,1233827.13,882894.98,2325057.34,843001.07,47241895.25,9155092.61,344302.07,220439.68,25639.55,9056869.77,2218933.09,6837936.68,2025-08-06 18:15:00
950,2025-08-07,2025-08-07,2025-08-07,38787871.45,2505451.5,7532621.0,1473287.48,2049624.72,52348856.15,14848306.59,12543482.16,3987383.56,3218593.25,3548174.15,1615309.49,1491381.78,826550.06,2222008.81,761493.39,45062683.24,7286172.91,344230.84,185336.41,-25464.02,7101814.46,1739944.54,5361869.92,2025-08-07 18:15:00
951,2025-08-08,2025-08-08,2025-08-08,46580849.92,2377202.06,7500552.47,1432128.93,1975455.9,59866189.28,16269601.89,13956736.44,4476038.88,3768847.78,4291553.7,2048577.92,1556974.85,901304.97,2429791.54,1109694.58,50809122.55,9057066.73,202741.99,153427.5,-62833.97,8944918.27,2191504.98,6753413.29,2025-08-08 18:15:00
952,2025-08-09,2025-08-09,2025-08-09,51194326.55,2606636.72,8497057.02,1922178.53,1856341.72,66076540.54,18677766.04,15396037.1,4757510.92,3797606.44,4542440.85,2066248.71,1678790.74,1171459.14,2500151.56,1041800.82,55629812.32,10446728.22,397888.67,219245.71,-352.76,10267732.5,2515594.46,7752138.04,2025-08-09 18:15:00
953,2025-08-10,2025-08-10,2025-08-10,49833044.23,2528114.71,7796496.91,1434379.34,1983310.3,63575345.49,17211864.4,14768452.66,4722446.06,4052676.73,4365689.68,2297922.88,1595199.22,939477.59,2655564.77,906819.14,53516113.13,10059232.36,409933.93,238972.46,-43266.79,9845004.1,2412026.0,7432978.1,2025-08-10 18:15:00
954,2025-08-11,2025-08-11,2025-08-11,41680180.23,2890247.69,7147271.64,1500699.64,1630933.74,54849332.94,14444539.99,13290940.23,4257971.73,3390951.79,3679071.77,1854788.07,1462242.23,886884.46,2160103.76,758705.01,46186199.04,8663133.9,240071.15,124839.41,-29118.56,8518783.6,2087101.98,6431681.62,2025-08-11 18:15:00
955,2025-08-12,2025-08-12,2025-08-12,42265215.83,2647522.12,6354157.87,1636988.81,1870414.72,54774299.35,16175579.43,12583240.34,4162872.66,3241743.56,3622287.52,1799684.79,1351140.46,902674.13,2306699.92,692218.69,46838141.5,7936157.85,231749.8,214111.61,52735.33,7971254.99,1952957.47,6018297.52,2025-08-12 18:15:00
956,2025-08-13,2025-08-13,2025-08-13,43627893.14,2623618.73,6356427.45,1635751.81,1892808.8,56136499.93,16017713.21,14161638.36,4301430.24,3448136.33,3916386.52,2038940.47,1410970.73,897417.67,2301484.95,834650.52,49328769.0,6807730.93,269370.3,195458.46,71576.39,6805395.48,1667321.89,5138073.59,2025-08-13 18:15:00
957,2025-08-14,2025-08-14,2025-08-14,43970442.39,2771347.2,6522712.08,1616282.54,1535456.05,56416240.26,15700915.25,12990410.49,4476381.47,3417808.47,3853485.58,1801726.1,1420035.29,831921.62,2392875.86,880952.4,47766512.53,8649727.73,232560.09,264740.61,53591.29,8735499.54,2140197.39,6595302.15,2025-08-14 18:15:00
958,2025-08-15,2025-08-15,2025-08-15,53411522.79,2815460.34,9705418.65,1986242.23,1930971.22,69849615.23,19329023.85,16905407.23,5244571.43,4424290.12,4564037.85,2270436.19,1785469.98,1047830.56,2764472.05,780307.38,59115846.64,10733768.59,225844.72,282889.93,45409.83,10836223.63,2654874.79,8181348.84,2025-08-15 18:15:00
959,2025-08-16,2025-08-16,2025-08-16,49754935.19,2755740.54,8132665.49,1711217.41,1553147.35,63907705.98,18973304.07,15166411.23,5236177.01,3829261.53,4339827.44,1939056.09,1612211.69,1055916.15,2568908.81,784277.47,55505351.49,8402354.49,350383.3,200033.86,3009.2,8255014.25,2022478.49,6232535.76,2025-08-16 18:15:00
960,2025-08-17,2025-08-17,2025-08-17,49594475.58,2892277.24,8807007.73,1849939.05,1733114.42,64876814.02,18714206.67,15471588.35,4708860.23,4001684.38,4455400.42,2375724.87,1769788.96,987432.94,2626858.69,906186.0,56017731.51,8859082.51,153932.58,87320.83,46849.22,8839319.98,2165633.4,6673686.58,2025-08-17 18:15:00
961,2025-08-18,2025-08-18,2025-08-18,45291305.43,2728237.32,7807056.54,1712443.41,1835644.35,59374687.05,17475204.24,13283453.74,5004941.78,3511253.05,3729225.42,2241140.99,1567883.22,826969.62,2302347.11,760212.03,50702631.2,8672055.85,208538.01,195951.41,16570.77,8676040.02,2125629.8,6550410.22,2025-08-18 18:15:00
962,2025-08-19,2025-08-19,2025-08-19,43150884.01,2640798.42,7543672.15,1465436.57,1666727.21,56467518.36,15660204.68,13552162.23,4578357.95,3285645.65,3679153.94,1730888.23,1501446.19,925332.0,2409306.96,851898.06,48174395.89,8293122.47,233098.59,176920.11,89903.95,8326847.94,2040077.75,6286770.19,2025-08-19 18:15:00
963,2025-08-20,2025-08-20,2025-08-20,40708279.37,2868968.95,5844622.81,1557467.06,1845025.93,52824364.12,15001868.56,12419363.75,3975038.26,3249469.54,3577558.04,1709843.06,1421815.48,799100.81,2037006.03,811609.59,45002673.12,7821691.0,137308.07,156779.59,-39714.08,7801448.44,1911354.87,5890093.57,2025-08-20 18:15:00
964,2025-08-21,2025-08-21,2025-08-21,42623594.61,2595623.37,6519197.91,1608013.22,1841518.88,55187947.99,15885073.74,13539039.78,4170284.22,3217992.53,3485178.37,1884095.97,1427180.13,917842.86,2353543.6,814319.43,47694550.63,7493397.36,265800.35,41248.95,31483.78,7300329.74,1788580.79,5511748.95,2025-08-21 18:15:00
965,2025-08-22,2025-08-22,2025-08-22,46440445.88,2626094.64,7376474.13,1777297.87,1647118.01,59867430.53,16681662.77,14304062.23,4645666.02,3795699.32,3799650.38,1973746.07,1464928.25,945808.34,2492676.12,963886.5,51067786.0,8799644.53,208765.52,237320.75,-54757.51,8773442.25,2149493.35,6623948.9,2025-08-22 18:15:00
966,2025-08-23,2025-08-23,2025-08-23,46474417.54,2985034.61,7247843.98,2169136.87,1951445.28,60827878.28,17246137.14,14896815.36,4818686.54,3818573.32,4042564.62,2064338.21,1746232.05,958050.5,2475797.99,841260.23,52908455.96,7919422.32,380925.43,134349.67,32173.34,7705019.9,1887729.88,5817290.02,2025-08-23 18:15:00
967,2025-08-24,2025-08-24,2025-08-24,47146364.57,2969335.92,7128330.51,1694656.86,1659400.48,60598088.34,16905788.33,14237136.23,4923888.97,3557389.97,4119645.2,2046082.58,1659860.54,972734.95,2515891.69,903407.83,51841826.29,8756262.05,248539.89,255656.91,-75257.98,8688121.09,2128589.67,6559531.42,2025-08-24 18:15:00
968,2025-08-25,2025-08-25,2025-08-25,43830642.33,2631260.86,6112890.52,1576931.51,2328523.1,56480248.32,16331422.64,13954804.99,4066577.88,3481518.26,3844924.95,1966365.7,1605125.76,839381.59,2342608.66,733868.92,49166599.35,7313648.97,213084.46,252881.96,-53524.71,7299921.76,1788480.83,5511440.93,2025-08-25 18:15:00
969,2025-08-26,2025-08-26,2025-08-26,42451858.52,2542015.06,6673050.84,1496388.82,1802926.32,54966239.56,14967119.08,12836930.97,4327870.29,3226018.08,3856695.15,1763210.83,1514419.26,834087.78,2220600.8,855782.54,46402734.78,8563504.78,165163.66,166709.41,-54947.73,8510102.8,2084975.19,6425127.61,2025-08-26 18:15:00
970,2025-08-27,2025-08-27,2025-08-27,42757144.2,2951837.63,7805437.48,1452608.87,1570143.16,56537171.34,16485267.42,13538301.25,4070676.34,3176657.53,3797292.41,1944048.69,1430924.31,889899.37,2343308.85,856640.83,48533017.0,8004154.34,215599.86,186929.97,12187.66,7987672.11,1956979.67,6030692.44,2025-08-27 18:15:00
971,2025-08-28,2025-08-28,2025-08-28,44350783.06,2816895.75,6642804.58,1807949.6,1611128.97,57229561.96,16558058.47,14098080.63,4372011.74,3388466.48,3791727.13,1818054.14,1286407.99,850182.75,2409179.99,721260.16,49293429.48,7936132.48,244379.28,201480.76,17020.93,7910254.89,1938012.45,5972242.44,2025-08-28 18:15:00
972,2025-08-29,2025-08-29,2025-08-29,46510511.73,2719246.33,6884023.06,1618973.83,2078513.06,59811268.01,17019155.81,15009438.27,4963109.97,3639458.81,3850965.29,1984315.62,1444822.24,999674.63,2367507.98,878620.42,52157069.04,7654198.97,317216.07,230024.09,111816.79,7678823.78,1881311.83,5797511.95,2025-08-29 18:15:00
973,2025-08-30,2025-08-30,2025-08-30,48980203.99,2588826.01,8419169.4,1715676.57,1737228.65,63441104.62,18489321.82,14587065.65,4567759.53,3969143.62,4201751.61,1936634.71,1710041.21,995557.21,2634029.78,946817.65,54038122.79,9402981.83,269520.72,220972.55,-3252.15,9351181.51,2291039.47,7060142.04,2025-08-30 18:15:00
974,2025-08-31,2025-08-31,2025-08-31,48907052.52,2732911.75,8219686.39,1738826.11,1527947.79,63126424.56,17906747.01,15204208.16,4545102.57,3879020.3,4318798.04,2095223.07,1631652.56,918525.04,2339497.64,982374.92,53821149.31,9305275.25,401348.46,156332.93,36397.8,9096657.52,2228681.09,6867976.43,2025-08-31 18:15:00
975,2025-09-01,2025-09-01,2025-09-01,35634731.78,2379937.38,5478928.91,1162469.17,1800202.6,46456269.84,12356688.33,11086651.68,3634584.1,2960333.99,3182507.41,1526298.67,1085693.49,717329.92,1770244.04,726401.25,39046732.88,7409536.96,240599.37,118123.53,10640.62,7297701.74,1787936.93,5509764.81,2025-09-01 18:15:00
976,2025-09-02,2025-09-02,2025-09-02,35091493.63,2261702.02,5747335.74,1047633.23,1551485.76,45699650.38,12727353.81,11105755.93,3791663.3,2653161.82,3086062.57,1640030.61,925722.73,735819.33,1912383.67,619578.87,39197532.64,6502117.74,140446.3,251716.53,33150.41,6646538.38,1628401.9,5018136.48,2025-09-02 18:15:00
977,2025-09-03,2025-09-03,2025-09-03,35598836.56,2417975.5,5176167.76,1233427.57,1760955.12,46187362.51,12900708.58,11180697.75,3639028.54,2765233.0,3145092.88,1564896.19,1107587.23,718394.06,1864734.22,763351.9,39649724.35,6537638.16,121187.55,171884.96,8533.6,6596869.17,1616232.95,4980636.22,2025-09-03 18:15:00
978,2025-09-04,2025-09-04,2025-09-04,35898506.99,2448844.9,5722994.25,1425420.64,1816241.76,47312008.54,12715230.6,11491356.61,3406464.61,3119427.39,3290681.11,1620200.04,1058716.53,775908.23,1879225.54,759173.76,40116384.42,7195624.12,237713.09,206265.22,52607.49,7216783.74,1768112.02,5448671.72,2025-09-04 18:15:00
979,2025-09-05,2025-09-05,2025-09-05,37841892.92,2330471.62,6177351.62,1443034.68,1686698.66,49479449.5,13274407.73,11688366.76,3562520.36,2731600.09,3322571.94,1680079.45,1133743.71,820074.19,2024721.92,670488.14,40908574.29,8570875.21,136322.61,172785.01,-44198.43,8563139.18,2097969.1,6465170.08,2025-09-05 18:15:00
980,2025-09-06,2025-09-06,2025-09-06,40919165.94,2581431.02,6750790.54,1799119.28,2102395.79,54152902.57,14771371.46,13148031.59,4228678.94,3229903.14,3776333.04,1610603.84,1368723.07,996505.48,2188106.11,688532.82,46006789.49,8146113.08,270842.38,205581.61,-107413.45,7973438.86,1953492.52,6019946.34,2025-09-06 18:15:00
981,2025-09-07,2025-09-07,2025-09-07,41563801.09,2660846.57,6496213.37,1699850.53,1294954.04,53715665.6,14474966.95,13488924.56,3924056.45,3103987.57,3520884.96,1611798.04,1206254.41,921258.27,2122686.7,736103.19,45110921.1,8604744.5,311649.69,125415.99,21835.76,8440346.56,2067884.91,6372461.65,2025-09-07 18:15:00
982,2025-09-08,2025-09-08,2025-09-08,35189161.89,2604485.8,5565229.93,1368750.72,1472640.1,46200268.44,13427676.74,11032024.13,3621634.06,2791134.0,3088645.85,1541363.14,1044101.4,663603.55,1780624.25,557022.97,39547830.09,6652438.35,270142.41,139744.75,-80292.55,6441748.14,1578228.29,4863519.85,2025-09-08 18:15:00
983,2025-09-09,2025-09-09,2025-09-09,33897047.17,2368274.57,4788841.6,1527879.46,1582764.07,44164806.87,12319889.79,10092190.24,3475866.09,2636491.35,2916570.25,1526208.53,1072249.54,690727.31,1680372.14,680845.24,37091410.48,7073396.39,145628.33,177773.61,61132.96,7166674.63,1755835.28,5410839.35,2025-09-09 18:15:00
984,2025-09-10,2025-09-10,2025-09-10,35580884.55,2573405.45,5704225.72,1252216.38,2075994.68,47186726.78,13039345.77,11368562.19,3587862.01,2963631.57,3236321.01,1582183.67,1194227.31,742405.7,1986947.59,819497.54,40520984.36,6665742.42,285961.65,228603.71,-22298.86,6586085.62,1613590.98,4972494.64,2025-09-10 18:15:00
