id,date,total_revenue,total_operating_cost,gross_profit,non_operating_income,non_operating_expense,pre_tax_income,tax_provision,net_income,operating_margin,net_margin,ebitda,created_at
507,2024-05-21,53734993.18,44482256.1,9252737.08,209516.27,202473.29,9259780.06,2268646.11,6991133.95,17.22,13.01,11397669.09,2024-05-21 18:10:00
508,2024-05-22,49898213.86,40854522.56,9043691.3,103591.58,278263.58,8869019.3,2172909.73,6696109.57,18.12,13.42,11008321.56,2024-05-22 18:10:00
509,2024-05-23,48324377.85,40582934.04,7741443.81,198233.07,261850.89,7677825.99,1881067.37,5796758.62,16.02,12.0,9717825.31,2024-05-23 18:10:00
510,2024-05-24,55140873.26,47333416.0,7807457.26,252909.49,243919.13,7816447.62,1915029.67,5901417.95,14.16,10.7,9999698.01,2024-05-24 18:10:00
511,2024-05-25,54708390.34,47421008.53,7287381.81,353130.41,137734.59,7502777.63,1838180.52,5664597.11,13.32,10.35,9545661.38,2024-05-25 18:10:00
512,2024-05-26,55973620.94,47562685.69,8410935.25,208979.36,192892.25,8427022.36,2064620.48,6362401.88,15.03,11.37,10619136.87,2024-05-26 18:10:00
513,2024-05-27,51322413.64,44148815.44,7173598.2,268767.53,102644.83,7339720.9,1798231.62,5541489.28,13.98,10.8,9269772.84,2024-05-27 18:10:00
514,2024-05-28,48776795.89,40788094.57,7988701.32,111412.72,262626.05,7837487.99,1920184.56,5917303.43,16.38,12.13,9963204.01,2024-05-28 18:10:00
515,2024-05-29,51238645.06,43428162.62,7810482.44,313689.48,344374.79,7779797.13,1906050.3,5873746.83,15.24,11.46,9910381.36,2024-05-29 18:10:00
516,2024-05-30,49849295.51,41510513.29,8338782.22,229430.34,99698.59,8468513.97,2074785.92,6393728.05,16.73,12.83,10504870.07,2024-05-30 18:10:00
517,2024-05-31,57356748.67,49113372.05,8243376.62,233967.69,371294.87,8106049.44,1985982.11,6120067.33,14.37,10.67,10612194.07,2024-05-31 18:10:00
518,2024-06-01,55459336.81,47438289.17,8021047.64,426897.06,319171.35,8128773.35,1991549.47,6137223.88,14.46,11.07,10336844.65,2024-06-01 18:10:00
519,2024-06-02,58808789.92,52592441.25,6216348.67,359019.47,214445.57,6360922.57,1558426.03,4802496.54,10.57,8.17,8572394.07,2024-06-02 18:10:00
520,2024-06-03,57868038.04,50451437.44,7416600.6,170145.76,297302.23,7289444.13,1785913.81,5503530.32,12.82,9.51,9808569.28,2024-06-03 18:10:00
521,2024-06-04,53569304.26,44549539.82,9019764.44,232271.81,433997.52,8818038.73,2160419.49,6657619.24,16.84,12.43,11194024.37,2024-06-04 18:10:00
522,2024-06-05,49400694.77,43119531.33,6281163.44,395205.56,200152.94,6476216.06,1586672.93,4889543.13,12.71,9.9,8308789.47,2024-06-05 18:10:00
523,2024-06-06,55643370.42,48041908.75,7601461.67,415557.22,342635.3,7674383.59,1880223.98,5794159.61,13.66,10.41,9937004.14,2024-06-06 18:10:00
524,2024-06-07,56137687.32,48678074.44,7459612.88,330339.12,375740.31,7414211.69,1816481.86,5597729.83,13.29,9.97,9719135.1,2024-06-07 18:10:00
525,2024-06-08,60768512.93,51038133.02,9730379.91,105094.76,264682.45,9570792.22,2344844.09,7225948.13,16.01,11.89,12185606.0,2024-06-08 18:10:00
526,2024-06-09,55904476.31,47000774.78,8903701.53,363279.89,448160.58,8818820.84,2160611.11,6658209.73,15.93,11.91,11154995.92,2024-06-09 18:10:00
527,2024-06-10,56539800.25,47896660.52,8643139.73,200559.24,384904.97,8458794.0,2072404.53,6386389.47,15.29,11.3,10918381.61,2024-06-10 18:10:00
528,2024-06-11,53015596.61,44826976.09,8188620.52,343820.82,291383.16,8241058.18,2019059.25,6221998.93,15.45,11.74,10376036.23,2024-06-11 18:10:00
529,2024-06-12,52357281.77,45513827.31,6843454.46,178852.33,561609.39,6460697.4,1582870.86,4877826.54,13.07,9.32,8961517.36,2024-06-12 18:10:00
530,2024-06-13,55744946.12,48542395.82,7202550.3,291726.92,447361.94,7046915.28,1726494.24,5320421.04,12.92,9.54,9613348.34,2024-06-13 18:10:00
531,2024-06-14,56271059.37,47808131.53,8462927.84,199175.69,147862.24,8514241.29,2085989.12,6428252.17,15.04,11.42,10995125.51,2024-06-14 18:10:00
532,2024-06-15,58386834.56,49772243.57,8614590.99,230924.57,304877.67,8540637.89,2092456.28,6448181.61,14.75,11.04,10958710.68,2024-06-15 18:10:00
533,2024-06-16,58623950.2,49510872.92,9113077.28,318521.21,640952.37,8790646.12,2153708.3,6636937.82,15.54,11.32,11542512.65,2024-06-16 18:10:00
534,2024-06-17,55621831.09,47590652.38,8031178.71,140258.92,224469.52,7946968.11,1947007.19,5999960.92,14.44,10.79,10398277.61,2024-06-17 18:10:00
535,2024-06-18,48071762.25,41127703.21,6944059.04,384574.1,294808.14,7033825.0,1723287.12,5310537.88,14.45,11.05,8895838.75,2024-06-18 18:10:00
536,2024-06-19,52079026.55,44076215.49,8002811.06,154110.58,440692.03,7716229.61,1890476.25,5825753.36,15.37,11.19,10060370.76,2024-06-19 18:10:00
537,2024-06-20,51395484.1,45321957.5,6073526.6,147776.13,375425.67,5845877.06,1432239.88,4413637.18,11.82,8.59,8314742.84,2024-06-20 18:10:00
538,2024-06-21,58209985.72,49485668.57,8724317.15,316528.48,441984.85,8598860.78,2106720.89,6492139.89,14.99,11.15,11170838.37,2024-06-21 18:10:00
539,2024-06-22,55199526.95,47982661.34,7216865.61,355369.68,412626.55,7159608.74,1754104.14,5405504.6,13.07,9.79,9506433.56,2024-06-22 18:10:00
540,2024-06-23,55961727.11,47120958.07,8840769.04,224655.32,338612.4,8726811.96,2138068.93,6588743.03,15.8,11.77,11256960.46,2024-06-23 18:10:00
541,2024-06-24,48831457.27,42035337.29,6796119.98,141259.45,215609.01,6721770.42,1646833.75,5074936.67,13.92,10.39,8854627.14,2024-06-24 18:10:00
542,2024-06-25,48984576.66,42640279.59,6344297.07,152657.08,336500.94,6160453.21,1509311.04,4651142.17,12.95,9.5,8349142.6,2024-06-25 18:10:00
543,2024-06-26,50285896.06,43733753.31,6552142.75,148593.35,261207.41,6439528.69,1577684.53,4861844.16,13.03,9.67,8540198.35,2024-06-26 18:10:00
544,2024-06-27,53565084.44,44611059.07,8954025.37,265804.38,269823.27,8950006.48,2192751.59,6757254.89,16.72,12.62,11110555.8,2024-06-27 18:10:00
545,2024-06-28,55054696.97,47292239.62,7762457.35,241966.54,493562.26,7510861.63,1840161.1,5670700.53,14.1,10.3,10119196.69,2024-06-28 18:10:00
546,2024-06-29,56943660.5,48112665.99,8830994.51,292619.17,298271.35,8825342.33,2162208.87,6663133.46,15.51,11.7,11223945.27,2024-06-29 18:10:00
547,2024-06-30,56749465.51,48084817.07,8664648.44,286431.81,534140.77,8416939.48,2062150.17,6354789.31,15.27,11.2,10975486.68,2024-06-30 18:10:00
548,2024-07-01,57035756.02,48246185.98,8789570.04,327183.81,371504.26,8745249.59,2142586.15,6602663.44,15.41,11.58,11279171.94,2024-07-01 18:10:00
549,2024-07-02,56781812.14,46571241.92,10210570.22,220602.11,322617.48,10108554.85,2476595.94,7631958.91,17.98,13.44,12525233.55,2024-07-02 18:10:00
550,2024-07-03,56676376.5,47778947.16,8897429.34,192285.54,134032.63,8955682.25,2194142.15,6761540.1,15.7,11.93,11305114.19,2024-07-03 18:10:00
551,2024-07-04,56887079.94,48826526.93,8060553.01,269328.53,582507.28,7747374.26,1898106.69,5849267.57,14.17,10.28,10411699.36,2024-07-04 18:10:00
552,2024-07-05,63424189.93,53274087.24,10150102.69,280177.31,379787.91,10050492.09,2462370.56,7588121.53,16.0,11.96,12934388.45,2024-07-05 18:10:00
553,2024-07-06,62034830.53,52468804.17,9566026.36,302694.49,124069.66,9744651.19,2387439.54,7357211.65,15.42,11.86,12179526.99,2024-07-06 18:10:00
554,2024-07-07,64157706.3,55128260.39,9029445.91,220216.87,511686.66,8737976.12,2140804.15,6597171.97,14.07,10.28,11664354.1,2024-07-07 18:10:00
555,2024-07-08,56606687.34,48481809.35,8124877.99,309260.78,333957.74,8100181.03,1984544.35,6115636.68,14.35,10.8,10430570.13,2024-07-08 18:10:00
556,2024-07-09,57875628.23,49686074.21,8189554.02,158141.69,239451.68,8108244.03,1986519.79,6121724.24,14.15,10.58,10561120.24,2024-07-09 18:10:00
557,2024-07-10,54713077.83,47349872.33,7363205.5,210066.65,430174.29,7143097.86,1750058.98,5393038.88,13.46,9.86,9546908.61,2024-07-10 18:10:00
558,2024-07-11,52595218.26,45573431.94,7021786.32,325751.75,105190.44,7242347.63,1774375.17,5467972.46,13.35,10.4,9070367.19,2024-07-11 18:10:00
559,2024-07-12,59060827.18,49069186.67,9991640.51,165549.13,270014.86,9887174.78,2422357.82,7464816.96,16.92,12.64,12440485.68,2024-07-12 18:10:00
560,2024-07-13,64463519.72,54705641.78,9757877.94,391639.38,348180.05,9801337.27,2401327.63,7400009.64,15.14,11.48,12349293.53,2024-07-13 18:10:00
561,2024-07-14,63165720.87,54058467.66,9107253.21,150735.58,486652.46,8771336.33,2148977.4,6622358.93,14.42,10.48,11646245.92,2024-07-14 18:10:00
562,2024-07-15,55029183.63,48238836.18,6790347.45,116780.8,576733.53,6330394.72,1550946.71,4779448.01,12.34,8.69,9039210.77,2024-07-15 18:10:00
563,2024-07-16,57854705.55,49293062.08,8561643.47,130705.73,318806.18,8373543.02,2051518.04,6322024.98,14.8,10.93,10938218.46,2024-07-16 18:10:00
564,2024-07-17,53150385.68,45369381.22,7781004.46,248489.17,367794.74,7661698.89,1877116.23,5784582.66,14.64,10.88,9960758.33,2024-07-17 18:10:00
565,2024-07-18,58185534.13,49494345.7,8691188.43,325512.78,668946.09,8347755.12,2045200.0,6302555.12,14.94,10.83,11228510.79,2024-07-18 18:10:00
566,2024-07-19,61784106.51,53665198.99,8118907.52,397821.14,371289.96,8145438.7,1995632.48,6149806.22,13.14,9.95,10713442.67,2024-07-19 18:10:00
567,2024-07-20,63521880.23,55655040.96,7866839.27,401414.21,440613.05,7827640.43,1917771.91,5909868.52,12.38,9.3,10672074.97,2024-07-20 18:10:00
568,2024-07-21,59521806.27,49855023.87,9666782.4,344872.2,209832.05,9801822.55,2401446.52,7400376.03,16.24,12.43,12067982.21,2024-07-21 18:10:00
569,2024-07-22,57539093.06,49363745.77,8175347.29,187135.82,570691.96,7791791.15,1908988.83,5882802.32,14.21,10.22,10602091.97,2024-07-22 18:10:00
570,2024-07-23,54436843.91,46753428.44,7683415.47,176334.26,248996.7,7610753.03,1864634.49,5746118.54,14.11,10.56,9884018.42,2024-07-23 18:10:00
571,2024-07-24,53137356.48,46155088.76,6982267.72,301909.91,347366.48,6936811.15,1699518.73,5237292.42,13.14,9.86,9116173.74,2024-07-24 18:10:00
572,2024-07-25,57168025.42,48722296.28,8445729.14,379136.21,370475.76,8454389.59,2071325.45,6383064.14,14.77,11.17,10973602.83,2024-07-25 18:10:00
573,2024-07-26,60585295.58,51523115.73,9062179.85,178925.87,373852.27,8867253.45,2172477.1,6694776.35,14.96,11.05,11476369.23,2024-07-26 18:10:00
574,2024-07-27,60927441.9,51372826.43,9554615.47,392433.59,312641.41,9634407.65,2360429.87,7273977.78,15.68,11.94,11848679.82,2024-07-27 18:10:00
575,2024-07-28,60154670.43,52970748.23,7183922.2,97420.12,389961.82,6891380.5,1688388.22,5202992.28,11.94,8.65,9586384.0,2024-07-28 18:10:00
576,2024-07-29,54670758.14,46617262.9,8053495.24,277994.66,520175.59,7811314.31,1913772.01,5897542.3,14.73,10.79,10130301.46,2024-07-29 18:10:00
577,2024-07-30,56029576.1,48307930.74,7721645.36,243408.68,591776.98,7373277.06,1806452.88,5566824.18,13.78,9.94,9938904.52,2024-07-30 18:10:00
578,2024-07-31,56201953.04,47634783.93,8567169.11,235694.99,317524.98,8485339.12,2078908.08,6406431.04,15.24,11.4,10799061.14,2024-07-31 18:10:00
579,2024-08-01,54424832.51,45983919.91,8440912.6,247464.64,277625.07,8410752.17,2060634.28,6350117.89,15.51,11.67,10675211.04,2024-08-01 18:10:00
580,2024-08-02,60671326.51,49698039.89,10973286.62,195325.55,265890.34,10902721.83,2671166.85,8231554.98,18.09,13.57,13274283.39,2024-08-02 18:10:00
581,2024-08-03,57569360.97,48511552.38,9057808.59,297582.77,654694.39,8700696.97,2131670.76,6569026.21,15.73,11.41,11521427.7,2024-08-03 18:10:00
582,2024-08-04,59179681.11,51441560.51,7738120.6,271694.08,370326.9,7639487.78,1871674.51,5767813.27,13.08,9.75,9997976.38,2024-08-04 18:10:00
583,2024-08-05,53901641.82,46714616.31,7187025.51,318179.62,443615.1,7061590.03,1730089.56,5331500.47,13.33,9.89,9386663.86,2024-08-05 18:10:00
584,2024-08-06,50600651.42,43455356.81,7145294.61,348415.12,374106.87,7119602.86,1744302.7,5375300.16,14.12,10.62,9195317.65,2024-08-06 18:10:00
585,2024-08-07,53150689.62,45558819.44,7591870.18,249296.69,553660.28,7287506.59,1785439.11,5502067.48,14.28,10.35,9836850.37,2024-08-07 18:10:00
586,2024-08-08,55216236.32,45745527.13,9470709.19,180663.24,303943.26,9347429.17,2290120.15,7057309.02,17.15,12.78,11763691.22,2024-08-08 18:10:00
587,2024-08-09,55357053.34,49298076.78,6058976.56,154620.63,209574.24,6004022.95,1470985.62,4533037.33,10.95,8.19,8427168.43,2024-08-09 18:10:00
588,2024-08-10,60460351.62,53489512.71,6970838.91,426086.94,587608.32,6809317.53,1668282.79,5141034.74,11.53,8.5,9416932.94,2024-08-10 18:10:00
589,2024-08-11,57036946.85,48539593.54,8497353.31,391020.18,445265.36,8443108.13,2068561.49,6374546.64,14.9,11.18,10796106.53,2024-08-11 18:10:00
590,2024-08-12,57331670.9,49884758.13,7446912.77,334304.26,396308.97,7384908.06,1809302.47,5575605.59,12.99,9.73,9833010.27,2024-08-12 18:10:00
591,2024-08-13,50252081.36,43063761.02,7188320.34,230646.04,455805.74,6963160.64,1705974.36,5257186.28,14.3,10.46,9326234.98,2024-08-13 18:10:00
592,2024-08-14,53165358.63,45109213.86,8056144.77,304251.97,373574.95,7986821.79,1956771.34,6030050.45,15.15,11.34,10301722.12,2024-08-14 18:10:00
593,2024-08-15,55428648.59,49021828.03,6406820.56,357886.05,506606.84,6258099.77,1533234.44,4724865.33,11.56,8.52,8706151.74,2024-08-15 18:10:00
594,2024-08-16,58675582.99,50228462.37,8447120.62,209651.64,380991.34,8275780.92,2027566.33,6248214.59,14.4,10.65,10873296.93,2024-08-16 18:10:00
595,2024-08-17,58582640.35,51432499.64,7150140.71,266240.11,457172.93,6959207.89,1705005.93,5254201.96,12.21,8.97,9548840.1,2024-08-17 18:10:00
596,2024-08-18,56611267.86,49009568.97,7601698.89,160812.61,399266.97,7363244.53,1803994.91,5559249.62,13.43,9.82,9957570.87,2024-08-18 18:10:00
597,2024-08-19,51717884.18,45169358.98,6548525.2,222718.29,276661.33,6494582.16,1591172.63,4903409.53,12.66,9.48,8826822.21,2024-08-19 18:10:00
598,2024-08-20,53385956.36,46323734.05,7062222.31,363900.58,298385.81,7127737.08,1746295.58,5381441.5,13.23,10.08,9231621.5,2024-08-20 18:10:00
599,2024-08-21,51914789.02,45103758.31,6811030.71,317605.42,270698.02,6857938.11,1680194.84,5177743.27,13.12,9.97,8911153.42,2024-08-21 18:10:00
600,2024-08-22,51191875.56,44235446.71,6956428.85,240730.32,334332.82,6862826.35,1681392.46,5181433.89,13.59,10.12,9021428.03,2024-08-22 18:10:00
601,2024-08-23,59187675.79,51710618.31,7477057.48,59187.68,301170.28,7235074.88,1772593.35,5462481.53,12.63,9.23,9938321.29,2024-08-23 18:10:00
602,2024-08-24,59499594.16,51659506.72,7840087.44,209219.08,408869.26,7640437.26,1871907.13,5768530.13,13.18,9.7,10090206.33,2024-08-24 18:10:00
603,2024-08-25,58072534.24,49946046.22,8126488.02,270246.86,395114.09,8001620.79,1960397.09,6041223.7,13.99,10.4,10495696.86,2024-08-25 18:10:00
604,2024-08-26,50852991.55,41767111.12,9085880.43,212368.7,325983.35,8972265.78,2198205.12,6774060.66,17.87,13.32,11238028.37,2024-08-26 18:10:00
605,2024-08-27,48170644.83,42165472.31,6005172.52,219135.92,310461.6,5913846.84,1448892.48,4464954.36,12.47,9.27,7942145.64,2024-08-27 18:10:00
606,2024-08-28,51259943.68,44841417.39,6418526.29,249322.47,249517.16,6418331.6,1572491.24,4845840.36,12.52,9.45,8534539.68,2024-08-28 18:10:00
607,2024-08-29,54590730.39,46815349.52,7775380.87,201957.25,296757.79,7680580.33,1881742.18,5798838.15,14.24,10.62,10186326.06,2024-08-29 18:10:00
608,2024-08-30,55341360.25,49465961.51,5875398.74,248410.96,147140.63,5976669.07,1464283.92,4512385.15,10.62,8.15,8171921.29,2024-08-30 18:10:00
609,2024-08-31,55273450.36,47610773.26,7662677.1,236340.15,318389.52,7580627.73,1857253.79,5723373.94,13.86,10.35,9743233.89,2024-08-31 18:10:00
610,2024-09-01,53892266.54,46458789.85,7433476.69,185669.42,217098.4,7402047.71,1813501.69,5588546.02,13.79,10.37,9529086.82,2024-09-01 18:10:00
611,2024-09-02,43413987.3,36518847.83,6895139.47,315598.26,269153.91,6941583.82,1700688.04,5240895.78,15.88,12.07,8658767.37,2024-09-02 18:10:00
612,2024-09-03,45491852.12,38800947.12,6690905.0,172200.86,207944.25,6655161.61,1630514.59,5024647.02,14.71,11.05,8501219.64,2024-09-03 18:10:00
613,2024-09-04,43319343.39,37573411.64,5745931.75,48460.75,86638.69,5707753.81,1398399.68,4309354.13,13.26,9.95,7528742.57,2024-09-04 18:10:00
614,2024-09-05,46624629.51,40762774.13,5861855.38,334527.0,489786.42,5706595.96,1398116.01,4308479.95,12.57,9.24,7752863.44,2024-09-05 18:10:00
615,2024-09-06,45429672.22,39163950.58,6265721.64,146764.46,251550.51,6160935.59,1509429.22,4651506.37,13.79,10.24,8207799.57,2024-09-06 18:10:00
616,2024-09-07,47294313.07,40496713.57,6797599.5,276665.23,420641.09,6653623.64,1630137.79,5023485.85,14.37,10.62,8659245.68,2024-09-07 18:10:00
617,2024-09-08,49662814.54,42185273.68,7477540.86,172760.56,245633.3,7404668.12,1814143.69,5590524.43,15.06,11.26,9498258.75,2024-09-08 18:10:00
618,2024-09-09,47247171.6,39384184.21,7862987.39,252957.44,443945.43,7671999.4,1879639.85,5792359.55,16.64,12.26,9815518.7,2024-09-09 18:10:00
619,2024-09-10,41544488.24,35613716.08,5930772.16,183949.81,153573.53,5961148.44,1460481.37,4500667.07,14.28,10.83,7655354.56,2024-09-10 18:10:00
620,2024-09-11,45263636.34,39793824.49,5469811.85,271604.28,287517.48,5453898.65,1336205.17,4117693.48,12.08,9.1,7335588.35,2024-09-11 18:10:00
621,2024-09-12,42615302.57,37089625.34,5525677.23,178108.26,162595.33,5541190.16,1357591.59,4183598.57,12.97,9.82,7118768.92,2024-09-12 18:10:00
622,2024-09-13,46372496.17,40828745.71,5543750.46,163093.0,519440.88,5187402.58,1270913.63,3916488.95,11.95,8.45,7450816.5,2024-09-13 18:10:00
623,2024-09-14,50581023.01,42005708.8,8575314.21,247115.09,278270.34,8544158.96,2093318.95,6450840.01,16.95,12.75,10637698.19,2024-09-14 18:10:00
624,2024-09-15,50109008.89,44220126.49,5888882.4,196741.12,383679.93,5701943.59,1396976.18,4304967.41,11.75,8.59,8008301.29,2024-09-15 18:10:00
625,2024-09-16,46185226.02,37790483.65,8394742.37,74184.59,318731.4,8150195.56,1996797.91,6153397.65,18.18,13.32,10338422.46,2024-09-16 18:10:00
626,2024-09-17,41515252.28,35555299.51,5959952.77,149361.45,246972.94,5862341.28,1436273.61,4426067.67,14.36,10.66,7677076.19,2024-09-17 18:10:00
627,2024-09-18,40574459.35,34288382.39,6286076.96,324595.67,285459.16,6325213.47,1549677.3,4775536.17,15.49,11.77,7968689.49,2024-09-18 18:10:00
628,2024-09-19,46869811.78,40887338.77,5982473.01,82863.05,408627.23,5656708.83,1385893.66,4270815.17,12.76,9.11,7999214.2,2024-09-19 18:10:00
629,2024-09-20,47829622.12,41009727.15,6819894.97,232527.28,350897.81,6701524.44,1641873.49,5059650.95,14.26,10.58,8863436.82,2024-09-20 18:10:00
630,2024-09-21,44984511.58,38315514.66,6668996.92,186040.46,284522.98,6570514.4,1609776.03,4960738.37,14.83,11.03,8531940.41,2024-09-21 18:10:00
631,2024-09-22,50625277.39,43313468.12,7311809.27,367267.65,356333.4,7322743.52,1794072.16,5528671.36,14.44,10.92,9550364.24,2024-09-22 18:10:00
632,2024-09-23,47632298.6,40236769.13,7395529.47,134963.38,468229.18,7062263.67,1730254.6,5332009.07,15.53,11.19,9303570.06,2024-09-23 18:10:00
633,2024-09-24,42752567.18,36409204.84,6343362.34,198883.03,220875.98,6321369.39,1548735.5,4772633.89,14.84,11.16,8020196.49,2024-09-24 18:10:00
634,2024-09-25,40198447.39,34276404.04,5922043.35,222269.14,92143.93,6052168.56,1482781.3,4569387.26,14.73,11.37,7569526.19,2024-09-25 18:10:00
635,2024-09-26,42135033.57,36092878.26,6042155.31,178275.77,160407.99,6060023.09,1484705.66,4575317.43,14.34,10.86,7746065.95,2024-09-26 18:10:00
636,2024-09-27,47340134.13,40830112.49,6510021.64,158526.51,187265.88,6481282.27,1587914.16,4893368.11,13.75,10.34,8275902.76,2024-09-27 18:10:00
637,2024-09-28,47446141.59,41252011.25,6194130.34,211927.95,201050.21,6205008.08,1520226.98,4684781.1,13.06,9.87,8092992.72,2024-09-28 18:10:00
638,2024-09-29,45012965.83,38578149.0,6434816.83,181661.33,193834.2,6422643.96,1573547.77,4849096.19,14.3,10.77,8303547.11,2024-09-29 18:10:00
639,2024-09-30,44147119.74,37542436.0,6604683.74,177981.15,262799.01,6519865.88,1597367.14,4922498.74,14.96,11.15,8410873.01,2024-09-30 18:10:00
640,2024-10-01,43505761.33,37601270.12,5904491.21,256512.95,282562.78,5878441.38,1440218.14,4438223.24,13.57,10.2,7637556.61,2024-10-01 18:10:00
641,2024-10-02,40330301.11,34671498.31,5658802.8,205862.97,261071.89,5603593.88,1372880.5,4230713.38,14.03,10.49,7314905.65,2024-10-02 18:10:00
642,2024-10-03,44197028.17,38605565.15,5591463.02,235466.31,200629.94,5626299.39,1378443.35,4247856.04,12.65,9.61,7411700.33,2024-10-03 18:10:00
643,2024-10-04,48930417.51,43131999.2,5798418.31,244429.17,390846.4,5652001.08,1384740.26,4267260.82,11.85,8.72,7857048.76,2024-10-04 18:10:00
644,2024-10-05,50456139.16,43986663.43,6469475.73,299700.41,356669.99,6412506.15,1571064.01,4841442.14,12.82,9.6,8489625.97,2024-10-05 18:10:00
645,2024-10-06,48884213.78,42161633.64,6722580.14,315615.53,447907.34,6590288.33,1614620.64,4975667.69,13.75,10.18,8790909.61,2024-10-06 18:10:00
646,2024-10-07,45261013.93,40408159.09,4852854.84,184209.17,348216.61,4688847.4,1148767.61,3540079.79,10.72,7.82,6634511.0,2024-10-07 18:10:00
647,2024-10-08,46312172.72,41044371.59,5267801.13,265331.86,245497.89,5287635.1,1295470.6,3992164.5,11.37,8.62,7131631.49,2024-10-08 18:10:00
648,2024-10-09,40977813.35,35654193.37,5323619.98,104727.72,352858.99,5075488.71,1243494.73,3831993.98,12.99,9.35,7108141.87,2024-10-09 18:10:00
649,2024-10-10,46263726.72,38551239.34,7712487.38,51834.62,302896.58,7461425.42,1828049.23,5633376.19,16.67,12.18,9538247.57,2024-10-10 18:10:00
650,2024-10-11,47696526.22,41355008.6,6341517.62,345304.13,362300.77,6324520.98,1549507.64,4775013.34,13.3,10.01,8249943.83,2024-10-11 18:10:00
651,2024-10-12,50797151.07,43515607.54,7281543.53,203186.69,377974.46,7106755.76,1741155.16,5365600.6,14.33,10.56,9268745.02,2024-10-12 18:10:00
652,2024-10-13,49737735.0,43195350.1,6542384.9,242655.95,286059.64,6498981.21,1592250.4,4906730.81,13.15,9.87,8519912.5,2024-10-13 18:10:00
653,2024-10-14,47008802.61,42470474.48,4538328.13,125145.72,291762.05,4371711.8,1071069.39,3300642.41,9.65,7.02,6475445.47,2024-10-14 18:10:00
654,2024-10-15,42549299.66,36796894.47,5752405.19,110329.67,244116.0,5618618.86,1376561.62,4242057.24,13.52,9.97,7542020.8,2024-10-15 18:10:00
655,2024-10-16,42415288.44,36779697.45,5635590.99,145509.22,182135.81,5598964.4,1371746.28,4227218.12,13.29,9.97,7373432.0,2024-10-16 18:10:00
656,2024-10-17,44993236.87,38338834.07,6654402.8,245858.64,89986.47,6810274.97,1668517.37,5141757.6,14.79,11.43,8477212.24,2024-10-17 18:10:00
657,2024-10-18,46675489.31,40208024.13,6467465.18,173874.87,215285.51,6426054.54,1574383.36,4851671.18,13.86,10.39,8294149.62,2024-10-18 18:10:00
658,2024-10-19,49335964.69,44024093.02,5311871.67,197162.02,315667.85,5193365.84,1272374.63,3920991.21,10.77,7.95,7280835.7,2024-10-19 18:10:00
659,2024-10-20,51666065.31,44889648.23,6776417.08,174798.36,422172.19,6529043.25,1599615.6,4929427.65,13.12,9.54,8774909.38,2024-10-20 18:10:00
660,2024-10-21,43464247.05,37637353.64,5826893.41,271594.26,329979.69,5768507.98,1413284.46,4355223.52,13.41,10.02,7656948.55,2024-10-21 18:10:00
661,2024-10-22,43416976.61,38120892.33,5296084.28,251939.82,236221.95,5311802.15,1301391.53,4010410.62,12.2,9.24,7128676.21,2024-10-22 18:10:00
662,2024-10-23,45423005.78,39541618.85,5881386.93,171416.32,210746.7,5842056.55,1431303.85,4410752.7,12.95,9.71,7740974.29,2024-10-23 18:10:00
663,2024-10-24,43002502.12,38380572.74,4621929.38,237639.33,242544.93,4617023.78,1131170.83,3485852.95,10.75,8.11,6413507.21,2024-10-24 18:10:00
664,2024-10-25,49094099.33,42497289.75,6596809.58,202863.91,198830.47,6600843.02,1617206.54,4983636.48,13.44,10.15,8674194.43,2024-10-25 18:10:00
665,2024-10-26,48794185.2,42407504.05,6386681.15,194868.17,97588.37,6483960.95,1588570.43,4895390.52,13.09,10.03,8394650.35,2024-10-26 18:10:00
666,2024-10-27,44449454.48,39675512.67,4773941.81,196708.12,129335.06,4841314.87,1186122.14,3655192.73,10.74,8.22,6689287.3,2024-10-27 18:10:00
667,2024-10-28,42440543.91,37460761.76,4979782.15,231931.25,371332.81,4840380.59,1185893.24,3654487.35,11.73,8.61,6654668.97,2024-10-28 18:10:00
668,2024-10-29,41710210.17,35861283.61,5848926.56,131875.2,405196.75,5575605.01,1366023.23,4209581.78,14.02,10.09,7537230.51,2024-10-29 18:10:00
669,2024-10-30,41216490.52,36687255.55,4529234.97,216534.62,309448.55,4436321.04,1086898.65,3349422.39,10.99,8.13,6190193.05,2024-10-30 18:10:00
670,2024-10-31,41877175.44,37919355.01,3957820.43,335017.4,246392.52,4046445.31,991379.1,3055066.21,9.45,7.3,5715441.38,2024-10-31 18:10:00
671,2024-11-01,50087461.35,43387456.06,6700005.29,239151.69,160983.07,6778173.91,1660652.61,5117521.3,13.38,10.22,8645842.46,2024-11-01 18:10:00
672,2024-11-02,52178108.7,47644802.35,4533306.35,237597.04,296253.52,4474649.87,1096289.22,3378360.65,8.69,6.47,6785937.67,2024-11-02 18:10:00
673,2024-11-03,50066192.21,43122015.2,6944177.01,218976.93,361662.08,6801491.86,1666365.51,5135126.35,13.87,10.26,9039079.75,2024-11-03 18:10:00
674,2024-11-04,48339585.28,43291875.13,5047710.15,252202.96,370269.74,4929643.37,1207762.63,3721880.74,10.44,7.7,7156545.91,2024-11-04 18:10:00
675,2024-11-05,47286424.79,41364958.15,5921466.64,98563.55,348861.37,5671168.82,1389436.36,4281732.46,12.52,9.05,7857332.35,2024-11-05 18:10:00
