id,transaction_id,transaction_type,booking_date,service_date,recognition_date,gross_amount,recognized_amount,deferred_amount,recognition_method,performance_obligation,status,flight_number,route,notes,created_at
3455,TXN-103455,Ticket,2025-01-31,2025-02-18,2025-02-18,670.12,670.12,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK796,LAS-SEA,ASC 606 - Ticket revenue for LAS-SEA,2025-02-18 12:15:00
3456,TXN-103456,Ticket,2023-11-07,2023-11-07,2023-11-07,485.85,485.85,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK737,MSP-BOS,ASC 606 - Ticket revenue for MSP-BOS,2023-11-07 10:00:00
3457,TXN-103457,Ticket,2023-03-31,2023-05-02,2023-05-02,463.42,463.42,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK144,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2023-05-02 12:15:00
3458,TXN-103458,Ticket,2025-05-01,2025-06-01,2025-06-01,503.9,503.9,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK317,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2025-06-01 10:00:00
3459,TXN-103459,Ticket,2023-01-09,2023-03-31,2023-03-31,1423.15,0.0,1423.15,Point-in-time (flight departure),Air transportation service,Deferred,SK237,LHR-JFK,ASC 606 - Ticket revenue for LHR-JFK,2023-01-09 08:30:00
3460,TXN-103460,Ticket,2024-07-25,2024-08-20,2024-08-20,224.8,224.8,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK394,BOS-ATL,ASC 606 - Ticket revenue for BOS-ATL,2024-08-20 08:30:00
3461,TXN-103461,Cargo,2023-03-05,2023-04-28,2023-04-28,12919.3,0.0,12919.3,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK462,BOS-ATL,ASC 606 - Cargo revenue for BOS-ATL,2023-03-05 12:15:00
3462,TXN-103462,Ticket,2024-08-26,2024-09-22,2024-09-22,500.39,500.39,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK972,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2024-09-22 10:00:00
3463,TXN-103463,Ticket,2023-04-29,2023-06-12,2023-06-12,717.65,717.65,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK993,ORD-MIA,ASC 606 - Ticket revenue for ORD-MIA,2023-06-12 12:15:00
3464,TXN-103464,Ticket,2023-06-25,2023-07-11,2023-07-11,450.81,450.81,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK437,CLT-MCO,ASC 606 - Ticket revenue for CLT-MCO,2023-07-11 12:15:00
3465,TXN-103465,Ticket,2025-12-04,2025-12-31,2025-12-31,1161.24,1161.24,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK636,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2025-12-31 12:15:00
3466,TXN-103466,Ticket,2025-09-18,2025-10-27,2025-10-27,1016.0,1016.0,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK290,CLT-MCO,ASC 606 - Ticket revenue for CLT-MCO,2025-10-27 12:15:00
3467,TXN-103467,Ticket,2024-04-29,2024-06-08,2024-06-08,1195.62,1195.62,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK786,MSP-BOS,ASC 606 - Ticket revenue for MSP-BOS,2024-06-08 10:00:00
3468,TXN-103468,Cargo,2024-01-14,2024-01-28,2024-01-28,19669.99,0.0,19669.99,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK488,SAN-ORD,ASC 606 - Cargo revenue for SAN-ORD,2024-01-14 08:30:00
3469,TXN-103469,Ticket,2025-01-24,2025-02-05,2025-02-05,1112.41,0.0,1112.41,Point-in-time (flight departure),Air transportation service,Deferred,SK416,ORD-MIA,ASC 606 - Ticket revenue for ORD-MIA,2025-01-24 10:00:00
3470,TXN-103470,Ticket,2024-02-14,2024-03-22,2024-03-22,429.67,429.67,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK361,SFO-NRT,ASC 606 - Ticket revenue for SFO-NRT,2024-03-22 10:00:00
3471,TXN-103471,Cargo,2023-06-14,2023-06-18,2023-06-18,18036.2,18036.2,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK797,DEN-ATL,ASC 606 - Cargo revenue for DEN-ATL,2023-06-18 08:30:00
3472,TXN-103472,Ticket,2023-09-20,2023-10-17,2023-10-17,265.81,0.0,265.81,Point-in-time (flight departure),Air transportation service,Deferred,SK483,SFO-NRT,ASC 606 - Ticket revenue for SFO-NRT,2023-09-20 12:15:00
3473,TXN-103473,Ticket,2024-10-31,2024-11-20,2024-11-20,763.74,763.74,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK645,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2024-11-20 08:30:00
3474,TXN-103474,Ticket,2025-11-07,2025-12-31,2025-12-31,757.12,0.0,757.12,Point-in-time (flight departure),Air transportation service,Deferred,SK438,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2025-11-07 12:15:00
3475,TXN-103475,Ticket,2024-12-08,2024-12-14,2024-12-14,655.59,655.59,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK179,LAX-JFK,ASC 606 - Ticket revenue for LAX-JFK,2024-12-14 12:15:00
3476,TXN-103476,Ticket,2024-10-20,2024-11-15,2024-11-15,543.03,543.03,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK131,MSP-BOS,ASC 606 - Ticket revenue for MSP-BOS,2024-11-15 10:00:00
3477,TXN-103477,Ancillary,2025-05-01,2025-05-20,2025-05-20,116.73,116.73,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK265,AUS-LAX,ASC 606 - Ancillary revenue for AUS-LAX,2025-05-20 12:15:00
3478,TXN-103478,Ticket,2023-03-08,2023-04-14,2023-04-14,1087.53,1087.53,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK147,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2023-04-14 10:00:00
3479,TXN-103479,Ticket,2024-11-06,2024-12-21,2024-12-21,1462.14,0.0,1462.14,Point-in-time (flight departure),Air transportation service,Deferred,SK215,MSP-BOS,ASC 606 - Ticket revenue for MSP-BOS,2024-11-06 10:00:00
3480,TXN-103480,Ticket,2023-07-28,2023-08-27,2023-08-27,744.43,744.43,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK522,CLT-MCO,ASC 606 - Ticket revenue for CLT-MCO,2023-08-27 08:30:00
3481,TXN-103481,Ticket,2024-04-01,2024-05-18,2024-05-18,589.65,0.0,589.65,Point-in-time (flight departure),Air transportation service,Deferred,SK931,LAX-JFK,ASC 606 - Ticket revenue for LAX-JFK,2024-04-01 10:00:00
3482,TXN-103482,Ticket,2024-06-05,2024-06-14,2024-06-14,481.97,481.97,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK919,JFK-LHR,ASC 606 - Ticket revenue for JFK-LHR,2024-06-14 12:15:00
3483,TXN-103483,Ticket,2025-03-02,2025-03-21,2025-03-21,792.84,792.84,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK468,LHR-JFK,ASC 606 - Ticket revenue for LHR-JFK,2025-03-21 10:00:00
3484,TXN-103484,Ticket,2023-07-23,2023-08-27,2023-08-27,428.36,428.36,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK122,DFW-CUN,ASC 606 - Ticket revenue for DFW-CUN,2023-08-27 12:15:00
3485,TXN-103485,Cargo,2025-11-01,2025-11-11,2025-11-11,24024.1,24024.1,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK522,LAX-JFK,ASC 606 - Cargo revenue for LAX-JFK,2025-11-11 12:15:00
3486,TXN-103486,Ticket,2024-10-18,2024-12-01,2024-12-01,434.48,0.0,434.48,Point-in-time (flight departure),Air transportation service,Deferred,SK267,LHR-JFK,ASC 606 - Ticket revenue for LHR-JFK,2024-10-18 08:30:00
3487,TXN-103487,Ticket,2024-01-13,2024-01-21,2024-01-21,600.94,600.94,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK817,SFO-NRT,ASC 606 - Ticket revenue for SFO-NRT,2024-01-21 08:30:00
3488,TXN-103488,Ticket,2023-12-01,2023-12-27,2023-12-27,409.42,409.42,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK386,SFO-SEA,ASC 606 - Ticket revenue for SFO-SEA,2023-12-27 10:00:00
3489,TXN-103489,Ticket,2023-04-21,2023-04-25,2023-04-25,499.6,499.6,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK343,JFK-LHR,ASC 606 - Ticket revenue for JFK-LHR,2023-04-25 12:15:00
3490,TXN-103490,Ticket,2024-01-15,2024-02-11,2024-02-11,731.74,731.74,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK210,SEA-DEN,ASC 606 - Ticket revenue for SEA-DEN,2024-02-11 08:30:00
3491,TXN-103491,Ticket,2023-05-08,2023-06-04,2023-06-04,944.31,944.31,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK600,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2023-06-04 12:15:00
3492,TXN-103492,Ticket,2025-05-03,2025-06-16,2025-06-16,532.75,532.75,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK935,ATL-LAX,ASC 606 - Ticket revenue for ATL-LAX,2025-06-16 12:15:00
3493,TXN-103493,Ticket,2025-05-11,2025-08-13,2025-08-13,230.08,0.0,230.08,Point-in-time (flight departure),Air transportation service,Deferred,SK493,ORD-SFO,ASC 606 - Ticket revenue for ORD-SFO,2025-05-11 12:15:00
3494,TXN-103494,Ticket,2024-07-22,2024-09-21,2024-09-21,281.71,0.0,281.71,Point-in-time (flight departure),Air transportation service,Deferred,SK761,DFW-CUN,ASC 606 - Ticket revenue for DFW-CUN,2024-07-22 08:30:00
3495,TXN-103495,Ticket,2025-11-12,2025-12-31,2025-12-31,285.25,0.0,285.25,Point-in-time (flight departure),Air transportation service,Deferred,SK782,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2025-11-12 08:30:00
3496,TXN-103496,Ticket,2023-05-03,2023-05-28,2023-05-28,1130.33,1130.33,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK653,DFW-CUN,ASC 606 - Ticket revenue for DFW-CUN,2023-05-28 10:00:00
3497,TXN-103497,Ticket,2025-08-11,2025-09-02,2025-09-02,1986.55,1986.55,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK425,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2025-09-02 12:15:00
3498,TXN-103498,Ticket,2024-02-08,2024-05-06,2024-05-06,584.19,0.0,584.19,Point-in-time (flight departure),Air transportation service,Deferred,SK157,MSP-BOS,ASC 606 - Ticket revenue for MSP-BOS,2024-02-08 12:15:00
3499,TXN-103499,Ticket,2025-04-02,2025-05-11,2025-05-11,291.58,291.58,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK247,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2025-05-11 10:00:00
3500,TXN-103500,Ticket,2025-08-30,2025-09-04,2025-09-04,393.66,0.0,393.66,Point-in-time (flight departure),Air transportation service,Deferred,SK844,LAS-SEA,ASC 606 - Ticket revenue for LAS-SEA,2025-08-30 08:30:00
3501,TXN-103501,Ticket,2023-05-19,2023-05-19,2023-05-19,375.84,375.84,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK878,BOS-ATL,ASC 606 - Ticket revenue for BOS-ATL,2023-05-19 12:15:00
3502,TXN-103502,Ticket,2025-07-07,2025-07-28,2025-07-28,1100.94,1100.94,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK607,ORD-SFO,ASC 606 - Ticket revenue for ORD-SFO,2025-07-28 08:30:00
3503,TXN-103503,Ticket,2025-12-12,2025-12-21,2025-12-21,506.42,506.42,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK540,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2025-12-21 10:00:00
3504,TXN-103504,Ancillary,2025-04-04,2025-04-26,2025-04-26,342.3,342.3,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK582,ORD-MIA,ASC 606 - Ancillary revenue for ORD-MIA,2025-04-26 10:00:00
3505,TXN-103505,Cargo,2023-06-08,2023-06-18,2023-06-18,9892.42,9892.42,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK347,SFO-SEA,ASC 606 - Cargo revenue for SFO-SEA,2023-06-18 08:30:00
3506,TXN-103506,Ancillary,2025-07-04,2025-07-10,2025-07-10,55.9,0.0,55.9,Point-in-time (service delivery),Ancillary service obligation,Deferred,SK620,NRT-LAX,ASC 606 - Ancillary revenue for NRT-LAX,2025-07-04 10:00:00
3507,TXN-103507,Ticket,2023-10-29,2023-11-08,2023-11-08,505.22,505.22,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK665,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2023-11-08 12:15:00
3508,TXN-103508,Ancillary,2023-04-10,2023-04-10,2023-04-10,67.91,67.91,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK703,PHX-ORD,ASC 606 - Ancillary revenue for PHX-ORD,2023-04-10 12:15:00
3509,TXN-103509,Ticket,2024-11-29,2025-01-17,2025-01-17,1007.56,0.0,1007.56,Point-in-time (flight departure),Air transportation service,Deferred,SK475,PDX-LAS,ASC 606 - Ticket revenue for PDX-LAS,2024-11-29 08:30:00
3510,TXN-103510,Ticket,2023-05-13,2023-08-22,2023-08-22,627.93,0.0,627.93,Point-in-time (flight departure),Air transportation service,Deferred,SK804,IAD-DEN,ASC 606 - Ticket revenue for IAD-DEN,2023-05-13 12:15:00
3511,TXN-103511,Cargo,2024-09-09,2024-09-12,2024-09-12,26043.77,26043.77,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK518,LAS-SEA,ASC 606 - Cargo revenue for LAS-SEA,2024-09-12 12:15:00
3512,TXN-103512,Ticket,2023-01-21,2023-02-27,2023-02-27,702.75,702.75,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK803,SFO-NRT,ASC 606 - Ticket revenue for SFO-NRT,2023-02-27 12:15:00
3513,TXN-103513,Ticket,2025-03-14,2025-03-20,2025-03-20,702.38,702.38,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK730,SEA-DEN,ASC 606 - Ticket revenue for SEA-DEN,2025-03-20 08:30:00
3514,TXN-103514,Ticket,2023-05-16,2023-08-23,2023-08-23,559.15,0.0,559.15,Point-in-time (flight departure),Air transportation service,Deferred,SK338,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2023-05-16 08:30:00
3515,TXN-103515,Ancillary,2024-12-28,2025-01-12,2025-01-12,135.51,135.51,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK362,LAX-JFK,ASC 606 - Ancillary revenue for LAX-JFK,2025-01-12 08:30:00
3516,TXN-103516,Ticket,2025-06-12,2025-07-21,2025-07-21,933.84,933.84,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK487,SFO-SEA,ASC 606 - Ticket revenue for SFO-SEA,2025-07-21 08:30:00
3517,TXN-103517,Ticket,2023-04-16,2023-05-18,2023-05-18,426.33,426.33,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK754,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2023-05-18 08:30:00
3518,TXN-103518,Ticket,2023-02-11,2023-02-24,2023-02-24,510.99,510.99,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK722,MIA-DFW,ASC 606 - Ticket revenue for MIA-DFW,2023-02-24 08:30:00
3519,TXN-103519,Ticket,2025-08-10,2025-09-20,2025-09-20,406.9,406.9,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK804,JFK-LHR,ASC 606 - Ticket revenue for JFK-LHR,2025-09-20 10:00:00
3520,TXN-103520,Cargo,2024-05-19,2024-06-22,2024-06-22,19300.92,0.0,19300.92,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK116,DEN-ATL,ASC 606 - Cargo revenue for DEN-ATL,2024-05-19 12:15:00
3521,TXN-103521,Ticket,2024-07-02,2024-10-14,2024-10-14,736.02,0.0,736.02,Point-in-time (flight departure),Air transportation service,Deferred,SK219,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2024-07-02 12:15:00
3522,TXN-103522,Ticket,2023-09-26,2024-01-08,2024-01-08,483.55,0.0,483.55,Point-in-time (flight departure),Air transportation service,Deferred,SK848,DFW-CUN,ASC 606 - Ticket revenue for DFW-CUN,2023-09-26 12:15:00
3523,TXN-103523,Cargo,2024-05-30,2024-06-18,2024-06-18,14746.14,14746.14,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK321,PDX-LAS,ASC 606 - Cargo revenue for PDX-LAS,2024-06-18 12:15:00
3524,TXN-103524,Ticket,2025-06-22,2025-07-24,2025-07-24,424.49,424.49,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK797,JFK-LHR,ASC 606 - Ticket revenue for JFK-LHR,2025-07-24 08:30:00
3525,TXN-103525,Cargo,2025-07-04,2025-07-08,2025-07-08,10515.92,10515.92,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK832,IAD-DEN,ASC 606 - Cargo revenue for IAD-DEN,2025-07-08 12:15:00
3526,TXN-103526,Cargo,2025-05-21,2025-07-11,2025-07-11,14451.32,0.0,14451.32,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK949,JFK-SFO,ASC 606 - Cargo revenue for JFK-SFO,2025-05-21 10:00:00
3527,TXN-103527,Ticket,2023-11-11,2023-12-01,2023-12-01,565.83,565.83,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK408,NRT-LAX,ASC 606 - Ticket revenue for NRT-LAX,2023-12-01 12:15:00
3528,TXN-103528,Ancillary,2025-04-11,2025-04-11,2025-04-11,60.36,60.36,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK536,DEN-ATL,ASC 606 - Ancillary revenue for DEN-ATL,2025-04-11 12:15:00
3529,TXN-103529,Cargo,2024-05-03,2024-05-21,2024-05-21,10168.53,10168.53,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK211,ORD-SFO,ASC 606 - Cargo revenue for ORD-SFO,2024-05-21 10:00:00
3530,TXN-103530,Ticket,2024-02-15,2024-03-30,2024-03-30,1673.37,1673.37,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK676,MSP-BOS,ASC 606 - Ticket revenue for MSP-BOS,2024-03-30 10:00:00
3531,TXN-103531,Ticket,2023-12-20,2024-01-30,2024-01-30,492.68,492.68,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK796,ATL-LAX,ASC 606 - Ticket revenue for ATL-LAX,2024-01-30 10:00:00
3532,TXN-103532,Ancillary,2025-10-01,2025-10-18,2025-10-18,90.87,90.87,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK301,ATL-LAX,ASC 606 - Ancillary revenue for ATL-LAX,2025-10-18 12:15:00
3533,TXN-103533,Ticket,2023-07-07,2023-07-20,2023-07-20,796.9,796.9,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK939,ORD-SFO,ASC 606 - Ticket revenue for ORD-SFO,2023-07-20 10:00:00
3534,TXN-103534,Ticket,2025-08-30,2025-10-14,2025-10-14,702.36,702.36,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK352,PDX-LAS,ASC 606 - Ticket revenue for PDX-LAS,2025-10-14 10:00:00
3535,TXN-103535,Cargo,2025-09-16,2025-09-26,2025-09-26,26761.58,26761.58,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK988,AUS-LAX,ASC 606 - Cargo revenue for AUS-LAX,2025-09-26 12:15:00
3536,TXN-103536,Ticket,2024-12-07,2025-01-20,2025-01-20,645.33,645.33,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK875,PDX-LAS,ASC 606 - Ticket revenue for PDX-LAS,2025-01-20 10:00:00
3537,TXN-103537,Ticket,2023-01-29,2023-02-27,2023-02-27,312.9,312.9,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK498,SFO-NRT,ASC 606 - Ticket revenue for SFO-NRT,2023-02-27 08:30:00
3538,TXN-103538,Ticket,2024-10-26,2024-11-02,2024-11-02,660.59,660.59,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK420,JFK-LHR,ASC 606 - Ticket revenue for JFK-LHR,2024-11-02 12:15:00
3539,TXN-103539,Cargo,2023-05-06,2023-05-08,2023-05-08,15312.43,15312.43,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK507,BOS-ATL,ASC 606 - Cargo revenue for BOS-ATL,2023-05-08 12:15:00
3540,TXN-103540,Cargo,2024-01-01,2024-01-06,2024-01-06,11311.55,11311.55,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK552,LHR-JFK,ASC 606 - Cargo revenue for LHR-JFK,2024-01-06 08:30:00
3541,TXN-103541,Ancillary,2023-03-23,2023-04-12,2023-04-12,174.14,174.14,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK752,CLT-MCO,ASC 606 - Ancillary revenue for CLT-MCO,2023-04-12 12:15:00
3542,TXN-103542,Cargo,2025-03-09,2025-03-18,2025-03-18,7004.94,7004.94,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK865,DFW-CUN,ASC 606 - Cargo revenue for DFW-CUN,2025-03-18 12:15:00
3543,TXN-103543,Ticket,2024-06-08,2024-07-09,2024-07-09,753.08,753.08,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK495,NRT-LAX,ASC 606 - Ticket revenue for NRT-LAX,2024-07-09 12:15:00
3544,TXN-103544,Ticket,2025-10-15,2025-11-11,2025-11-11,733.25,733.25,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK135,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2025-11-11 12:15:00
3545,TXN-103545,Ticket,2025-01-11,2025-02-14,2025-02-14,1202.23,1202.23,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK751,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2025-02-14 08:30:00
3546,TXN-103546,Ticket,2023-12-10,2024-01-07,2024-01-07,693.96,693.96,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK624,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2024-01-07 10:00:00
3547,TXN-103547,Cargo,2025-04-20,2025-04-22,2025-04-22,13303.75,13303.75,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK507,SAN-ORD,ASC 606 - Cargo revenue for SAN-ORD,2025-04-22 10:00:00
3548,TXN-103548,Ticket,2023-11-07,2023-12-22,2023-12-22,272.73,272.73,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK515,MIA-DFW,ASC 606 - Ticket revenue for MIA-DFW,2023-12-22 12:15:00
3549,TXN-103549,Ticket,2023-10-19,2023-11-21,2023-11-21,290.25,0.0,290.25,Point-in-time (flight departure),Air transportation service,Deferred,SK439,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2023-10-19 08:30:00
3550,TXN-103550,Cargo,2023-10-13,2023-10-13,2023-10-13,14099.92,14099.92,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK390,IAD-DEN,ASC 606 - Cargo revenue for IAD-DEN,2023-10-13 08:30:00
3551,TXN-103551,Cargo,2025-02-10,2025-02-23,2025-02-23,37216.91,37216.91,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK620,SFO-NRT,ASC 606 - Cargo revenue for SFO-NRT,2025-02-23 12:15:00
3552,TXN-103552,Ticket,2025-12-02,2025-12-19,2025-12-19,308.06,308.06,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK426,IAD-DEN,ASC 606 - Ticket revenue for IAD-DEN,2025-12-19 08:30:00
3553,TXN-103553,Ticket,2025-07-15,2025-08-10,2025-08-10,652.44,652.44,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK138,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2025-08-10 12:15:00
3554,TXN-103554,Ticket,2024-08-09,2024-11-24,2024-11-24,1042.04,0.0,1042.04,Point-in-time (flight departure),Air transportation service,Deferred,SK688,LAX-JFK,ASC 606 - Ticket revenue for LAX-JFK,2024-08-09 10:00:00
3555,TXN-103555,Ticket,2023-01-12,2023-04-11,2023-04-11,1325.58,0.0,1325.58,Point-in-time (flight departure),Air transportation service,Deferred,SK188,CLT-MCO,ASC 606 - Ticket revenue for CLT-MCO,2023-01-12 08:30:00
3556,TXN-103556,Cargo,2025-11-15,2025-11-27,2025-11-27,15872.87,15872.87,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK162,LAX-JFK,ASC 606 - Cargo revenue for LAX-JFK,2025-11-27 10:00:00
3557,TXN-103557,Ticket,2024-02-21,2024-03-10,2024-03-10,233.47,233.47,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK104,SFO-SEA,ASC 606 - Ticket revenue for SFO-SEA,2024-03-10 12:15:00
3558,TXN-103558,Ticket,2024-10-31,2024-11-29,2024-11-29,968.88,968.88,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK815,SEA-DEN,ASC 606 - Ticket revenue for SEA-DEN,2024-11-29 12:15:00
3559,TXN-103559,Ticket,2024-04-04,2024-04-18,2024-04-18,494.98,494.98,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK427,ATL-LAX,ASC 606 - Ticket revenue for ATL-LAX,2024-04-18 10:00:00
3560,TXN-103560,Ticket,2023-11-15,2023-12-02,2023-12-02,763.12,763.12,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK900,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2023-12-02 08:30:00
3561,TXN-103561,Cargo,2023-11-26,2023-12-05,2023-12-05,24255.41,24255.41,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK935,SFO-SEA,ASC 606 - Cargo revenue for SFO-SEA,2023-12-05 08:30:00
3562,TXN-103562,Ticket,2024-09-28,2025-01-21,2025-01-21,405.17,0.0,405.17,Point-in-time (flight departure),Air transportation service,Deferred,SK280,SEA-DEN,ASC 606 - Ticket revenue for SEA-DEN,2024-09-28 10:00:00
3563,TXN-103563,Ticket,2024-04-11,2024-08-01,2024-08-01,209.2,0.0,209.2,Point-in-time (flight departure),Air transportation service,Deferred,SK863,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2024-04-11 08:30:00
3564,TXN-103564,Ticket,2023-06-18,2023-07-13,2023-07-13,643.64,643.64,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK619,SFO-NRT,ASC 606 - Ticket revenue for SFO-NRT,2023-07-13 08:30:00
3565,TXN-103565,Ticket,2024-02-15,2024-05-28,2024-05-28,887.29,0.0,887.29,Point-in-time (flight departure),Air transportation service,Deferred,SK113,ORD-MIA,ASC 606 - Ticket revenue for ORD-MIA,2024-02-15 10:00:00
3566,TXN-103566,Ticket,2024-05-01,2024-06-05,2024-06-05,1000.67,1000.67,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK904,SFO-NRT,ASC 606 - Ticket revenue for SFO-NRT,2024-06-05 08:30:00
3567,TXN-103567,Ticket,2024-11-09,2024-11-15,2024-11-15,719.44,719.44,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK193,DFW-CUN,ASC 606 - Ticket revenue for DFW-CUN,2024-11-15 12:15:00
3568,TXN-103568,Cargo,2024-04-25,2024-05-17,2024-05-17,27562.62,27562.62,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK166,JFK-SFO,ASC 606 - Cargo revenue for JFK-SFO,2024-05-17 12:15:00
