id,vendor_name,vendor_code,invoice_number,invoice_date,due_date,amount,paid_amount,balance,category,payment_terms,status,currency,description,created_at
1505,Denver DEN,V-DEN420,AP-71505,2025-05-26,2025-06-10,2426668.98,1034556.69,1392112.29,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Denver DEN,2025-05-26 11:30:00
1506,GE Aerospace Services,V-GEA951,AP-71506,2025-05-26,2025-06-25,1782586.64,263176.31,1519410.33,Maintenance,Net 30,Overdue,USD,Maintenance services from GE Aerospace Services,2025-05-26 11:30:00
1507,Swissport Fueling,V-SWI553,AP-71507,2025-05-26,2025-06-10,1704236.71,272485.44,1431751.27,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Swissport Fueling,2025-05-26 11:30:00
1508,Atlanta ATL,V-ATL932,AP-71508,2025-05-27,2025-06-11,2428540.82,789533.47,1639007.35,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Atlanta ATL,2025-05-27 11:30:00
1509,Sabre Travel Network,V-SAB834,AP-71509,2025-05-28,2025-06-27,1017130.7,147514.03,869616.67,Distribution,Net 30,Overdue,USD,Distribution services from Sabre Travel Network,2025-05-28 11:30:00
1510,CBRE,V-CBR654,AP-71510,2025-05-30,2025-06-29,356484.63,138050.94,218433.69,General Admin,Net 30,Overdue,USD,General Admin services from CBRE,2025-05-30 11:30:00
1511,JLL,V-JLL158,AP-71511,2025-05-31,2025-06-30,372861.52,142843.0,230018.52,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2025-05-31 11:30:00
1512,Lufthansa Technik,V-LUF443,AP-71512,2025-05-31,2025-06-30,2660149.53,240211.16,2419938.37,Maintenance,Net 30,Overdue,USD,Maintenance services from Lufthansa Technik,2025-05-31 11:30:00
1513,Allianz Global Corporate & Specialty,V-ALL825,AP-71513,2025-06-01,2025-07-16,919925.23,172730.85,747194.38,Insurance,Net 45,Overdue,USD,Insurance services from Allianz Global Corporate & Specialty,2025-06-01 11:30:00
1514,Swissport,V-SWI574,AP-71514,2025-06-01,2025-06-16,1118508.0,275911.25,842596.75,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Swissport,2025-06-01 11:30:00
1515,AAR Corp,V-AAR941,AP-71515,2025-06-02,2025-07-02,2539086.38,860461.02,1678625.36,Maintenance,Net 30,Overdue,USD,Maintenance services from AAR Corp,2025-06-02 11:30:00
1516,Denver DEN,V-DEN420,AP-71516,2025-06-02,2025-06-17,2452217.63,973276.13,1478941.5,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Denver DEN,2025-06-02 11:30:00
1517,Menzies Aviation,V-MEN381,AP-71517,2025-06-03,2025-06-18,868485.11,258378.53,610106.58,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Menzies Aviation,2025-06-03 11:30:00
1518,Chevron Aviation,V-CHE958,AP-71518,2025-06-04,2025-06-19,4321805.15,453865.44,3867939.71,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-06-04 11:30:00
1519,Amadeus,V-AMA488,AP-71519,2025-06-05,2025-07-05,1224591.47,193096.93,1031494.54,Distribution,Net 30,Overdue,USD,Distribution services from Amadeus,2025-06-05 11:30:00
1520,Chevron Aviation,V-CHE958,AP-71520,2025-06-05,2025-06-20,3480271.57,1041075.18,2439196.39,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-06-05 11:30:00
1521,Lufthansa Technik,V-LUF443,AP-71521,2025-06-05,2025-07-05,2717826.97,465075.33,2252751.64,Maintenance,Net 30,Overdue,USD,Maintenance services from Lufthansa Technik,2025-06-05 11:30:00
1522,AT&T Business,V-ATT865,AP-71522,2025-06-08,2025-07-08,466880.54,198465.2,268415.34,General Admin,Net 30,Overdue,USD,General Admin services from AT&T Business,2025-06-08 11:30:00
1523,Delta TechOps,V-DEL976,AP-71523,2025-06-08,2025-07-08,2512539.93,581786.55,1930753.38,Maintenance,Net 30,Overdue,USD,Maintenance services from Delta TechOps,2025-06-08 11:30:00
1524,Pratt & Whitney Services,V-PRA964,AP-71524,2025-06-08,2025-07-08,1940433.98,88437.7,1851996.28,Maintenance,Net 30,Overdue,USD,Maintenance services from Pratt & Whitney Services,2025-06-08 11:30:00
1525,Menzies Aviation,V-MEN381,AP-71525,2025-06-10,2025-06-25,1689431.87,725597.36,963834.51,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Menzies Aviation,2025-06-10 11:30:00
1526,Visa Merchant Services,V-VIS840,AP-71526,2025-06-11,2025-07-11,666586.22,285426.71,381159.51,Distribution,Net 30,Overdue,USD,Distribution services from Visa Merchant Services,2025-06-11 11:30:00
1527,Chevron Aviation,V-CHE958,AP-71527,2025-06-12,2025-06-27,1192449.99,283057.62,909392.37,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-06-12 11:30:00
1528,GE Aerospace Services,V-GEA951,AP-71528,2025-06-12,2025-07-12,1814028.83,373229.86,1440798.97,Maintenance,Net 30,Overdue,USD,Maintenance services from GE Aerospace Services,2025-06-12 11:30:00
1529,LSG Sky Chefs,V-LSG959,AP-71529,2025-06-12,2025-07-12,1382011.8,432002.06,950009.74,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2025-06-12 11:30:00
1530,SITA,V-SIT591,AP-71530,2025-06-12,2025-07-12,487242.15,72252.85,414989.3,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2025-06-12 11:30:00
1531,Atlanta ATL,V-ATL932,AP-71531,2025-06-13,2025-06-28,2725700.32,867996.55,1857703.77,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Atlanta ATL,2025-06-13 11:30:00
1532,Dallas/Fort Worth DFW,V-DAL794,AP-71532,2025-06-14,2025-06-29,2730845.42,507457.71,2223387.71,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Dallas/Fort Worth DFW,2025-06-14 11:30:00
1533,Signature Aviation,V-SIG943,AP-71533,2025-06-14,2025-06-29,2116869.19,224296.49,1892572.7,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Signature Aviation,2025-06-14 11:30:00
1534,AIG Aviation,V-AIG150,AP-71534,2025-06-15,2025-07-30,1064630.3,459896.09,604734.21,Insurance,Net 45,Overdue,USD,Insurance services from AIG Aviation,2025-06-15 11:30:00
1535,Denver DEN,V-DEN420,AP-71535,2025-06-15,2025-06-30,2537086.98,157595.05,2379491.93,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Denver DEN,2025-06-15 11:30:00
1536,World Fuel Services,V-WOR909,AP-71536,2025-06-16,2025-07-01,3051923.48,1164250.53,1887672.95,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-06-16 11:30:00
1537,JLL,V-JLL158,AP-71537,2025-06-17,2025-07-17,310309.42,78955.9,231353.52,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2025-06-17 11:30:00
1538,AT&T Business,V-ATT865,AP-71538,2025-06-18,2025-07-18,433818.35,185571.94,248246.41,General Admin,Net 30,Overdue,USD,General Admin services from AT&T Business,2025-06-18 11:30:00
1539,SMBC Aviation Capital,V-SMB239,AP-71539,2025-06-18,2025-07-18,3474841.87,192836.17,3282005.7,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2025-06-18 11:30:00
1540,World Fuel Services,V-WOR909,AP-71540,2025-06-18,2025-07-03,8773527.63,3825179.83,4948347.8,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-06-18 11:30:00
1541,ConEdison,V-CON551,AP-71541,2025-06-19,2025-07-19,357217.18,143405.68,213811.5,General Admin,Net 30,Overdue,USD,General Admin services from ConEdison,2025-06-19 11:30:00
1542,World Fuel Services,V-WOR909,AP-71542,2025-06-19,2025-07-04,6566092.81,647848.08,5918244.73,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-06-19 11:30:00
1543,World Fuel Services,V-WOR909,AP-71543,2025-06-21,2025-07-06,11723216.64,4548601.04,7174615.6,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-06-21 11:30:00
1544,Microsoft,V-MIC938,AP-71544,2025-06-22,2025-07-22,515047.81,150994.11,364053.7,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2025-06-22 11:30:00
1545,SMBC Aviation Capital,V-SMB239,AP-71545,2025-06-22,2025-07-22,4465425.31,1651098.73,2814326.58,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2025-06-22 11:30:00
1546,Chevron Aviation,V-CHE958,AP-71546,2025-06-23,2025-07-08,3483147.42,585305.39,2897842.03,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-06-23 11:30:00
1547,Amadeus,V-AMA488,AP-71547,2025-06-24,2025-07-24,1179487.35,295015.47,884471.88,Distribution,Net 30,Overdue,USD,Distribution services from Amadeus,2025-06-24 11:30:00
1548,LSG Sky Chefs,V-LSG959,AP-71548,2025-06-25,2025-07-25,1386449.99,140562.2,1245887.79,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2025-06-25 11:30:00
1549,JLL,V-JLL158,AP-71549,2025-06-26,2025-07-26,306390.99,136328.92,170062.07,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2025-06-26 11:30:00
1550,Los Angeles LAX,V-LOS944,AP-71550,2025-06-26,2025-07-11,2252333.26,9896.98,2242436.28,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Los Angeles LAX,2025-06-26 11:30:00
1551,Los Angeles LAX,V-LOS944,AP-71551,2025-06-27,2025-07-12,2811488.39,813283.5,1998204.89,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Los Angeles LAX,2025-06-27 11:30:00
1552,Visa Merchant Services,V-VIS840,AP-71552,2025-06-27,2025-07-27,774339.87,79463.23,694876.64,Distribution,Net 30,Overdue,USD,Distribution services from Visa Merchant Services,2025-06-27 11:30:00
1553,AerCap,V-AER832,AP-71553,2025-06-28,2025-07-28,3972325.87,149326.04,3822999.83,Lease Expense,Net 30,Overdue,USD,Lease Expense services from AerCap,2025-06-28 11:30:00
1554,Rolls-Royce TotalCare,V-ROL451,AP-71554,2025-06-28,2025-07-28,1909526.35,289815.61,1619710.74,Maintenance,Net 30,Overdue,USD,Maintenance services from Rolls-Royce TotalCare,2025-06-28 11:30:00
1555,Allianz Global Corporate & Specialty,V-ALL825,AP-71555,2025-06-30,2025-08-14,809527.06,191326.67,618200.39,Insurance,Net 45,Overdue,USD,Insurance services from Allianz Global Corporate & Specialty,2025-06-30 11:30:00
1556,Signature Aviation,V-SIG943,AP-71556,2025-06-30,2025-07-15,1793776.49,479917.2,1313859.29,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Signature Aviation,2025-06-30 11:30:00
1557,World Fuel Services,V-WOR909,AP-71557,2025-07-01,2025-07-16,4394683.82,306762.09,4087921.73,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-07-01 11:30:00
1558,CBRE,V-CBR654,AP-71558,2025-07-02,2025-08-01,290230.13,75251.79,214978.34,General Admin,Net 30,Overdue,USD,General Admin services from CBRE,2025-07-02 11:30:00
1559,Denver DEN,V-DEN420,AP-71559,2025-07-02,2025-07-17,2450998.69,452340.13,1998658.56,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Denver DEN,2025-07-02 11:30:00
1560,GE Aerospace Services,V-GEA951,AP-71560,2025-07-03,2025-08-02,1863333.93,95205.01,1768128.92,Maintenance,Net 30,Overdue,USD,Maintenance services from GE Aerospace Services,2025-07-03 11:30:00
1561,JLL,V-JLL158,AP-71561,2025-07-03,2025-08-02,362012.11,107868.57,254143.54,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2025-07-03 11:30:00
1562,World Fuel Services,V-WOR909,AP-71562,2025-07-04,2025-07-19,5493476.89,1507124.67,3986352.22,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-07-04 11:30:00
1563,Chicago ORD,V-CHI855,AP-71563,2025-07-05,2025-07-20,2874541.3,1053125.08,1821416.22,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Chicago ORD,2025-07-05 11:30:00
1564,Menzies Aviation,V-MEN381,AP-71564,2025-07-05,2025-07-20,1146121.94,316194.87,829927.07,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Menzies Aviation,2025-07-05 11:30:00
1565,SITA,V-SIT591,AP-71565,2025-07-05,2025-08-04,623325.79,131363.03,491962.76,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2025-07-05 11:30:00
1566,SMBC Aviation Capital,V-SMB239,AP-71566,2025-07-05,2025-08-04,4740897.02,235418.68,4505478.34,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2025-07-05 11:30:00
1567,Sabre Travel Network,V-SAB834,AP-71567,2025-07-05,2025-08-04,1499103.45,68173.58,1430929.87,Distribution,Net 30,Overdue,USD,Distribution services from Sabre Travel Network,2025-07-05 11:30:00
1568,Allianz Global Corporate & Specialty,V-ALL825,AP-71568,2025-07-06,2025-08-20,1088450.08,454119.5,634330.58,Insurance,Net 45,Overdue,USD,Insurance services from Allianz Global Corporate & Specialty,2025-07-06 11:30:00
1569,Visa Merchant Services,V-VIS840,AP-71569,2025-07-07,2025-08-06,818861.99,164915.21,653946.78,Distribution,Net 30,Overdue,USD,Distribution services from Visa Merchant Services,2025-07-07 11:30:00
1570,CBRE,V-CBR654,AP-71570,2025-07-08,2025-08-07,313656.91,115865.82,197791.09,General Admin,Net 30,Overdue,USD,General Admin services from CBRE,2025-07-08 11:30:00
1571,Los Angeles LAX,V-LOS944,AP-71571,2025-07-08,2025-07-23,2480501.46,304553.3,2175948.16,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Los Angeles LAX,2025-07-08 11:30:00
1572,Microsoft,V-MIC938,AP-71572,2025-07-09,2025-08-08,483368.82,55974.34,427394.48,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2025-07-09 11:30:00
1573,Visa Merchant Services,V-VIS840,AP-71573,2025-07-09,2025-08-08,792130.95,280154.82,511976.13,Distribution,Net 30,Overdue,USD,Distribution services from Visa Merchant Services,2025-07-09 11:30:00
1574,GE Aerospace Services,V-GEA951,AP-71574,2025-07-10,2025-08-09,1963230.63,595705.11,1367525.52,Maintenance,Net 30,Overdue,USD,Maintenance services from GE Aerospace Services,2025-07-10 11:30:00
1575,LSG Sky Chefs,V-LSG959,AP-71575,2025-07-10,2025-08-09,1420003.04,417375.17,1002627.87,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2025-07-10 11:30:00
1576,Microsoft,V-MIC938,AP-71576,2025-07-10,2025-08-09,582699.05,196508.73,386190.32,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2025-07-10 11:30:00
1577,Travelport,V-TRA903,AP-71577,2025-07-10,2025-08-09,1302701.95,576561.47,726140.48,Distribution,Net 30,Overdue,USD,Distribution services from Travelport,2025-07-10 11:30:00
1578,World Fuel Services,V-WOR909,AP-71578,2025-07-10,2025-07-25,2061290.98,860913.11,1200377.87,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-07-10 11:30:00
1579,AT&T Business,V-ATT865,AP-71579,2025-07-11,2025-08-10,389055.21,170432.34,218622.87,General Admin,Net 30,Overdue,USD,General Admin services from AT&T Business,2025-07-11 11:30:00
1580,Chevron Aviation,V-CHE958,AP-71580,2025-07-11,2025-07-26,9549705.52,177236.23,9372469.29,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-07-11 11:30:00
1581,Marsh Aviation,V-MAR666,AP-71581,2025-07-11,2025-08-25,1094256.35,247670.99,846585.36,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2025-07-11 11:30:00
1582,World Fuel Services,V-WOR909,AP-71582,2025-07-11,2025-07-26,6389489.71,363262.04,6026227.67,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-07-11 11:30:00
1583,dnata Catering,V-DNA350,AP-71583,2025-07-11,2025-08-10,1746557.06,393968.62,1352588.44,Catering,Net 30,Overdue,USD,Catering services from dnata Catering,2025-07-11 11:30:00
1584,Rolls-Royce TotalCare,V-ROL451,AP-71584,2025-07-12,2025-08-11,2155265.68,962287.85,1192977.83,Maintenance,Net 30,Overdue,USD,Maintenance services from Rolls-Royce TotalCare,2025-07-12 11:30:00
1585,SITA,V-SIT591,AP-71585,2025-07-12,2025-08-11,590836.96,109872.03,480964.93,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2025-07-12 11:30:00
1586,Amadeus,V-AMA488,AP-71586,2025-07-13,2025-08-12,1401952.15,87726.43,1314225.72,Distribution,Net 30,Overdue,USD,Distribution services from Amadeus,2025-07-13 11:30:00
1587,Microsoft,V-MIC938,AP-71587,2025-07-13,2025-08-12,583639.08,73247.5,510391.58,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2025-07-13 11:30:00
1588,Menzies Aviation,V-MEN381,AP-71588,2025-07-14,2025-07-29,2053169.36,813359.7,1239809.66,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Menzies Aviation,2025-07-14 11:30:00
1589,Pratt & Whitney Services,V-PRA964,AP-71589,2025-07-14,2025-08-13,2083981.5,299745.82,1784235.68,Maintenance,Net 30,Overdue,USD,Maintenance services from Pratt & Whitney Services,2025-07-14 11:30:00
1590,SMBC Aviation Capital,V-SMB239,AP-71590,2025-07-14,2025-08-13,3900071.87,1002380.65,2897691.22,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2025-07-14 11:30:00
1591,Los Angeles LAX,V-LOS944,AP-71591,2025-07-15,2025-07-30,2429970.24,279861.87,2150108.37,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Los Angeles LAX,2025-07-15 11:30:00
1592,Denver DEN,V-DEN420,AP-71592,2025-07-16,2025-07-31,2567648.9,1048721.17,1518927.73,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Denver DEN,2025-07-16 11:30:00
1593,Pratt & Whitney Services,V-PRA964,AP-71593,2025-07-16,2025-08-15,1848996.73,120723.9,1728272.83,Maintenance,Net 30,Overdue,USD,Maintenance services from Pratt & Whitney Services,2025-07-16 11:30:00
1594,Gate Gourmet,V-GAT696,AP-71594,2025-07-17,2025-08-16,1714369.05,317286.5,1397082.55,Catering,Net 30,Overdue,USD,Catering services from Gate Gourmet,2025-07-17 11:30:00
1595,Chevron Aviation,V-CHE958,AP-71595,2025-07-19,2025-08-03,10320310.52,820687.86,9499622.66,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-07-19 11:30:00
1596,Chevron Aviation,V-CHE958,AP-71596,2025-07-20,2025-08-04,6470143.14,230617.18,6239525.96,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-07-20 11:30:00
1597,Pratt & Whitney Services,V-PRA964,AP-71597,2025-07-20,2025-08-19,1994561.79,652630.92,1341930.87,Maintenance,Net 30,Overdue,USD,Maintenance services from Pratt & Whitney Services,2025-07-20 11:30:00
1598,American Express Merchant,V-AME382,AP-71598,2025-07-21,2025-08-20,800445.38,65162.32,735283.06,Distribution,Net 30,Overdue,USD,Distribution services from American Express Merchant,2025-07-21 11:30:00
1599,JLL,V-JLL158,AP-71599,2025-07-21,2025-08-20,335670.25,6030.58,329639.67,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2025-07-21 11:30:00
1600,LSG Sky Chefs,V-LSG959,AP-71600,2025-07-22,2025-08-21,1496704.72,453180.09,1043524.63,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2025-07-22 11:30:00
1601,LSG Sky Chefs,V-LSG959,AP-71601,2025-07-23,2025-08-22,1678389.45,408789.25,1269600.2,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2025-07-23 11:30:00
1602,Chevron Aviation,V-CHE958,AP-71602,2025-07-26,2025-08-10,5832524.79,46906.17,5785618.62,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-07-26 11:30:00
1603,Dallas/Fort Worth DFW,V-DAL794,AP-71603,2025-07-26,2025-08-10,2713848.78,34842.53,2679006.25,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Dallas/Fort Worth DFW,2025-07-26 11:30:00
1604,Avolon,V-AVO530,AP-71604,2025-07-27,2025-08-26,4872685.56,472137.75,4400547.81,Lease Expense,Net 30,Overdue,USD,Lease Expense services from Avolon,2025-07-27 11:30:00
1605,ConEdison,V-CON551,AP-71605,2025-07-27,2025-08-26,474034.23,143724.59,330309.64,General Admin,Net 30,Overdue,USD,General Admin services from ConEdison,2025-07-27 11:30:00
1606,Mastercard Merchant Services,V-MAS103,AP-71606,2025-07-27,2025-08-26,891450.83,134517.62,756933.21,Distribution,Net 30,Overdue,USD,Distribution services from Mastercard Merchant Services,2025-07-27 11:30:00
1607,Allianz Global Corporate & Specialty,V-ALL825,AP-71607,2025-07-30,2025-09-13,966843.65,230810.71,736032.94,Insurance,Net 45,Overdue,USD,Insurance services from Allianz Global Corporate & Specialty,2025-07-30 11:30:00
1608,Menzies Aviation,V-MEN381,AP-71608,2025-07-30,2025-08-14,2074701.42,705161.14,1369540.28,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Menzies Aviation,2025-07-30 11:30:00
1609,ConEdison,V-CON551,AP-71609,2025-07-31,2025-08-30,313704.99,106250.9,207454.09,General Admin,Net 30,Overdue,USD,General Admin services from ConEdison,2025-07-31 11:30:00
1610,GE Aerospace Services,V-GEA951,AP-71610,2025-08-01,2025-08-31,1991649.97,470209.88,1521440.09,Maintenance,Net 30,Overdue,USD,Maintenance services from GE Aerospace Services,2025-08-01 11:30:00
1611,JLL,V-JLL158,AP-71611,2025-08-01,2025-08-31,400639.75,22905.61,377734.14,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2025-08-01 11:30:00
1612,LSG Sky Chefs,V-LSG959,AP-71612,2025-08-01,2025-08-31,1817055.59,521690.08,1295365.51,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2025-08-01 11:30:00
1613,World Fuel Services,V-WOR909,AP-71613,2025-08-01,2025-08-16,10851964.99,248552.92,10603412.07,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-08-01 11:30:00
1614,Chevron Aviation,V-CHE958,AP-71614,2025-08-03,2025-08-18,11731560.23,4441475.31,7290084.92,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-08-03 11:30:00
1615,Marsh Aviation,V-MAR666,AP-71615,2025-08-03,2025-09-17,995597.28,115333.78,880263.5,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2025-08-03 11:30:00
1616,AAR Corp,V-AAR941,AP-71616,2025-08-04,2025-09-03,2842476.55,535919.71,2306556.84,Maintenance,Net 30,Overdue,USD,Maintenance services from AAR Corp,2025-08-04 11:30:00
1617,JLL,V-JLL158,AP-71617,2025-08-04,2025-09-03,353054.72,67434.54,285620.18,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2025-08-04 11:30:00
1618,Mastercard Merchant Services,V-MAS103,AP-71618,2025-08-04,2025-09-03,802174.93,66659.26,735515.67,Distribution,Net 30,Overdue,USD,Distribution services from Mastercard Merchant Services,2025-08-04 11:30:00
1619,Microsoft,V-MIC938,AP-71619,2025-08-04,2025-09-03,470168.67,14773.38,455395.29,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2025-08-04 11:30:00
1620,Chevron Aviation,V-CHE958,AP-71620,2025-08-05,2025-08-20,3297132.24,1446903.62,1850228.62,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-08-05 11:30:00
1621,Marsh Aviation,V-MAR666,AP-71621,2025-08-05,2025-09-19,828249.92,16204.75,812045.17,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2025-08-05 11:30:00
1622,CBRE,V-CBR654,AP-71622,2025-08-06,2025-09-05,376626.21,165420.47,211205.74,General Admin,Net 30,Overdue,USD,General Admin services from CBRE,2025-08-06 11:30:00
1623,AIG Aviation,V-AIG150,AP-71623,2025-08-07,2025-09-21,855027.59,53693.77,801333.82,Insurance,Net 45,Overdue,USD,Insurance services from AIG Aviation,2025-08-07 11:30:00
1624,Swissport Fueling,V-SWI553,AP-71624,2025-08-08,2025-08-23,1979593.73,620832.34,1358761.39,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Swissport Fueling,2025-08-08 11:30:00
1625,dnata,V-DNA868,AP-71625,2025-08-08,2025-08-23,1083945.31,55064.41,1028880.9,Airport Fees,Net 15,Overdue,USD,Airport Fees services from dnata,2025-08-08 11:30:00
1626,Signature Aviation,V-SIG943,AP-71626,2025-08-09,2025-08-24,2216845.98,275428.96,1941417.02,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Signature Aviation,2025-08-09 11:30:00
1627,World Fuel Services,V-WOR909,AP-71627,2025-08-09,2025-08-24,2265188.83,350245.04,1914943.79,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-08-09 11:30:00
1628,AAR Corp,V-AAR941,AP-71628,2025-08-10,2025-09-09,2741435.24,772801.98,1968633.26,Maintenance,Net 30,Overdue,USD,Maintenance services from AAR Corp,2025-08-10 11:30:00
1629,Rolls-Royce TotalCare,V-ROL451,AP-71629,2025-08-10,2025-09-09,2055983.22,852025.3,1203957.92,Maintenance,Net 30,Overdue,USD,Maintenance services from Rolls-Royce TotalCare,2025-08-10 11:30:00
1630,Menzies Aviation,V-MEN381,AP-71630,2025-08-11,2025-08-26,967833.72,68112.35,899721.37,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Menzies Aviation,2025-08-11 11:30:00
1631,Swissport Fueling,V-SWI553,AP-71631,2025-08-11,2025-08-26,1800757.55,165727.33,1635030.22,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Swissport Fueling,2025-08-11 11:30:00
1632,World Fuel Services,V-WOR909,AP-71632,2025-08-11,2025-08-26,7264935.33,1429535.99,5835399.34,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-08-11 11:30:00
1633,Chevron Aviation,V-CHE958,AP-71633,2025-08-12,2025-08-27,6688184.38,449539.33,6238645.05,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-08-12 11:30:00
1634,Chicago ORD,V-CHI855,AP-71634,2025-08-12,2025-08-27,2287226.21,82401.84,2204824.37,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Chicago ORD,2025-08-12 11:30:00
1635,GE Aerospace Services,V-GEA951,AP-71635,2025-08-12,2025-09-11,1769073.8,563816.23,1205257.57,Maintenance,Net 30,Overdue,USD,Maintenance services from GE Aerospace Services,2025-08-12 11:30:00
1636,Mastercard Merchant Services,V-MAS103,AP-71636,2025-08-14,2025-09-13,686003.78,137196.94,548806.84,Distribution,Net 30,Overdue,USD,Distribution services from Mastercard Merchant Services,2025-08-14 11:30:00
1637,LSG Sky Chefs,V-LSG959,AP-71637,2025-08-15,2025-09-14,1847551.07,348510.19,1499040.88,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2025-08-15 11:30:00
1638,Sabre Travel Network,V-SAB834,AP-71638,2025-08-15,2025-09-14,1399473.52,363579.92,1035893.6,Distribution,Net 30,Overdue,USD,Distribution services from Sabre Travel Network,2025-08-15 11:30:00
1639,World Fuel Services,V-WOR909,AP-71639,2025-08-16,2025-08-31,7941847.68,2776976.22,5164871.46,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-08-16 11:30:00
