id,date,fuel_oil,salaries_flight_crew,salaries_ground_staff,maintenance_repair,airport_landing_fees,aircraft_lease_rent,distribution_sales,catering_inflight,insurance_safety,depreciation_amort,other_operating,total_operating_cost,casm,created_at
837,2025-04-16,14566393.22,7192647.97,5610535.61,4367460.97,3237562.25,3573267.93,1906033.25,1505795.92,850868.65,2178085.46,768031.71,45756682.94,7.8894,2025-04-16 18:05:00
838,2025-04-17,16026361.94,7605733.49,6520269.88,4795834.94,3568258.65,4004244.95,2006030.67,1456897.72,953204.18,2597746.91,802588.27,50337171.6,8.0794,2025-04-17 18:05:00
839,2025-04-18,17655057.68,8137816.33,6870339.04,5400545.92,3671298.93,4057120.73,2105714.27,1383204.34,960036.98,2487086.81,987517.62,53715738.65,8.0388,2025-04-18 18:05:00
840,2025-04-19,18061790.23,7819083.09,7415837.97,4884186.22,3606977.34,4056617.14,1939717.42,1349371.95,1055194.96,2572305.5,823662.34,53584744.16,8.3147,2025-04-19 18:05:00
841,2025-04-20,17453481.63,7932065.12,7104201.92,5841731.47,3976325.15,4412714.39,1958687.11,1571178.89,976842.14,2673653.23,913454.33,54814335.38,8.1194,2025-04-20 18:05:00
842,2025-04-21,14184139.24,6834155.19,6120732.95,4172332.22,3085045.03,3576305.69,1734446.69,1245253.69,848551.52,2158132.23,695119.73,44654214.18,7.4083,2025-04-21 18:05:00
843,2025-04-22,16082878.08,7586993.59,5904485.85,4374578.74,3227121.04,3667262.69,1821351.56,1487532.96,954362.66,2464622.62,916457.37,48487647.16,7.8109,2025-04-22 18:05:00
844,2025-04-23,14447212.52,6568743.39,5668548.32,4562942.69,2963498.39,3533100.06,1775947.98,1255808.04,876609.45,2150251.43,693941.6,44496603.87,7.6485,2025-04-23 18:05:00
845,2025-04-24,15085839.25,6758154.31,5850367.64,4732060.02,3273314.64,3593055.24,1650451.72,1141441.66,824007.66,2209064.83,674594.11,45792351.08,7.6648,2025-04-24 18:05:00
846,2025-04-25,16880758.64,7412402.47,7556552.47,4924221.56,3525442.37,3900101.79,2011334.0,1365216.25,1017836.12,2615919.74,776354.07,51986139.48,8.1517,2025-04-25 18:05:00
847,2025-04-26,17813321.91,8400994.09,7075622.33,5417581.72,3927367.02,4037035.68,2191319.26,1496768.54,977875.19,2570469.32,902331.08,54810686.14,7.7163,2025-04-26 18:05:00
848,2025-04-27,16073981.06,7312058.69,6560982.94,4857985.96,3666919.03,4017575.07,1980601.62,1440055.86,808670.98,2344429.65,819749.11,49883009.97,7.6464,2025-04-27 18:05:00
849,2025-04-28,15149457.41,7106429.85,6270836.1,4566340.17,3492121.66,3634473.45,1937374.84,1248282.12,849151.63,2329656.87,863124.33,47447248.43,8.082,2025-04-28 18:05:00
850,2025-04-29,15329106.26,6838666.28,5611567.83,4108518.19,3182821.02,3479155.51,1798402.79,1306684.66,907894.94,2275968.95,791518.81,45630305.24,7.5476,2025-04-29 18:05:00
851,2025-04-30,15420773.24,6565051.85,5708625.05,3758084.2,2979752.35,3563854.18,1704970.56,1148082.99,834492.16,2165279.34,821591.41,44670557.33,7.7704,2025-04-30 18:05:00
852,2025-05-01,15010883.59,7077960.23,6233585.19,4252407.95,3240411.19,3750936.44,1994820.18,1312566.66,845458.41,2231004.61,869306.34,46819340.79,7.7814,2025-05-01 18:05:00
853,2025-05-02,16748778.51,8042408.99,6914272.75,5431972.9,3872417.83,4023635.79,2051610.21,1510115.93,987399.51,2498272.91,1013568.71,53094454.04,7.9844,2025-05-02 18:05:00
854,2025-05-03,18761485.64,9416845.35,6969044.12,6038547.53,4350021.91,4702415.9,2516935.93,1789559.35,1094713.83,2917235.13,764159.16,59320963.85,8.9055,2025-05-03 18:05:00
855,2025-05-04,16119985.05,8014000.34,6638210.5,4853198.9,3773721.9,4324110.67,2027962.66,1481814.32,1010760.03,2515093.74,775043.58,51533901.69,7.8283,2025-05-04 18:05:00
856,2025-05-05,15850146.77,7725563.22,6653715.97,4370784.2,3670739.85,3959891.81,1929990.66,1294042.56,817525.51,2255231.82,915338.14,49442970.51,8.0284,2025-05-05 18:05:00
857,2025-05-06,15454924.24,6954342.19,6451127.5,4589298.42,3714812.48,3894105.83,1892692.46,1472705.48,892263.39,2222858.64,865613.74,48404744.37,7.9472,2025-05-06 18:05:00
858,2025-05-07,14185221.0,6389641.88,6288196.5,4383017.5,3171001.45,3601144.69,1835094.17,1263347.58,858603.44,2304099.29,902778.3,45182145.8,7.4785,2025-05-07 18:05:00
859,2025-05-08,14623854.52,6698897.92,5606776.16,4338859.72,3427774.2,3461961.71,1736427.92,1317513.1,766337.37,2090494.38,623765.95,44692662.95,7.7969,2025-05-08 18:05:00
860,2025-05-09,16564436.37,8113151.1,7261575.39,4415649.54,3693099.11,4102152.4,2096959.46,1415501.24,896678.44,2539556.37,861645.99,51960405.41,7.8959,2025-05-09 18:05:00
861,2025-05-10,15853828.4,8022967.93,6819402.71,5666965.51,3908174.78,4141345.3,2261073.15,1472510.6,953885.19,2624972.29,878963.65,52604089.51,8.1713,2025-05-10 18:05:00
862,2025-05-11,15185753.65,7463994.86,6679171.86,4715272.96,3514701.61,3590382.16,2009841.03,1269348.14,891319.55,2328065.17,853714.94,48501565.93,7.7904,2025-05-11 18:05:00
863,2025-05-12,14933334.07,6495962.59,6166568.96,4363813.79,3031568.01,3603675.77,1987955.95,1347823.6,881471.63,2194508.82,829708.09,45836391.28,7.4826,2025-05-12 18:05:00
864,2025-05-13,15561465.2,7510985.8,5706038.14,4312500.72,3250277.84,3588342.76,1751873.36,1410048.29,863941.81,2208374.31,891605.13,47055453.36,7.8082,2025-05-13 18:05:00
865,2025-05-14,14536588.89,6816038.65,6110082.55,4405484.82,3013675.34,3546346.39,1663034.36,1222465.73,809587.74,2302449.25,776370.25,45202123.97,7.7616,2025-05-14 18:05:00
866,2025-05-15,14475252.28,6524847.51,5955387.62,4434813.69,3019065.05,3643572.12,1868028.96,1257096.44,846517.72,2139414.12,962598.49,45126594.0,7.2561,2025-05-15 18:05:00
867,2025-05-16,14906657.28,7462876.86,6243869.78,4538560.78,3608347.11,3724960.92,2015243.92,1391176.55,924145.55,2277692.19,1042304.98,48135835.92,7.7964,2025-05-16 18:05:00
868,2025-05-17,15785167.03,7608109.45,6184304.81,4807254.56,3968360.66,4053075.0,1946305.6,1344065.86,1018250.67,2453937.98,753693.67,49922525.29,7.6407,2025-05-17 18:05:00
869,2025-05-18,15952495.19,7657005.01,7079653.54,4658535.54,3549934.47,3826010.77,1921813.21,1280414.91,812205.53,2397294.38,889456.83,50024819.38,7.846,2025-05-18 18:05:00
870,2025-05-19,15526660.06,7604320.13,6254876.8,4631364.36,3634327.5,3751990.32,2103418.87,1402546.3,950457.62,2393480.33,948913.06,49202355.35,8.0505,2025-05-19 18:05:00
871,2025-05-20,14897289.9,7196070.65,6627899.58,4545145.58,3618945.32,3790741.16,1955704.52,1318028.32,878494.55,2145160.62,894075.7,47867555.9,7.9172,2025-05-20 18:05:00
872,2025-05-21,13710501.91,6235961.77,5678092.38,4165458.75,3185545.89,3559418.46,1866922.51,1230626.79,854254.78,2103075.64,733221.63,43323080.51,7.5301,2025-05-21 18:05:00
873,2025-05-22,15268261.45,7045747.89,5942893.91,4443891.93,3372400.65,3620635.68,1833169.48,1371765.14,951291.44,2325790.2,858528.17,47034375.94,7.6049,2025-05-22 18:05:00
874,2025-05-23,14891513.13,6898636.86,6823033.83,4867044.57,3466983.26,3881272.11,1896217.35,1437762.9,877051.9,2417542.62,680768.39,48137826.92,7.4862,2025-05-23 18:05:00
875,2025-05-24,16225348.64,7340258.16,6243403.58,4057540.74,3501787.7,3660047.03,2007683.04,1328759.89,947657.26,2245014.73,836775.5,48394276.27,7.7742,2025-05-24 18:05:00
876,2025-05-25,14841565.68,7347109.13,6078537.48,4117860.7,3462875.7,3625135.94,1821923.33,1214595.44,802580.01,2148098.91,657446.58,46117728.9,7.5664,2025-05-25 18:05:00
877,2025-05-26,13827932.48,6642901.46,5759262.73,4301706.69,3402667.2,3670049.56,1787815.29,1256778.78,879642.35,2253734.27,873553.14,44656043.95,7.3144,2025-05-26 18:05:00
878,2025-05-27,14505281.37,6786655.29,5973689.95,4124858.1,3391206.79,3709098.07,1751817.11,1354549.25,857977.43,2125211.18,695207.97,45275552.51,7.6169,2025-05-27 18:05:00
879,2025-05-28,13628060.03,6191428.63,5718276.26,3857811.45,3048237.87,3388334.52,1652078.08,1212584.49,803874.73,2150495.59,767794.03,42418975.68,7.1861,2025-05-28 18:05:00
880,2025-05-29,13956401.5,6734170.81,5650838.74,4480705.37,3011224.92,3617806.21,1914792.21,1241280.93,803992.89,2208621.52,837598.03,44457433.13,7.3643,2025-05-29 18:05:00
881,2025-05-30,14375523.64,7478844.08,6285241.23,4475207.53,3662489.49,3728608.51,1781453.43,1312394.47,945155.23,2297483.69,871256.08,47213657.38,7.3198,2025-05-30 18:05:00
882,2025-05-31,15942382.3,7919273.14,6919051.02,4533046.33,3597861.54,4267142.45,2219814.21,1569361.68,1107214.65,2481732.56,864810.44,51421690.32,7.5891,2025-05-31 18:05:00
883,2025-06-01,17614076.92,8146522.4,6971646.62,4751884.91,3901150.71,4226606.19,2022225.82,1468871.7,932688.04,2485639.29,904829.33,53426141.93,8.1528,2025-06-01 18:05:00
884,2025-06-02,14355128.21,7343438.05,6576244.87,4318782.25,3484659.44,3766146.59,1849501.04,1384070.34,891700.47,2129173.08,956279.83,47055124.17,7.6273,2025-06-02 18:05:00
885,2025-06-03,14259972.76,7225805.33,5980528.66,4235546.22,3116292.83,3548311.01,1824328.46,1370323.13,912278.9,2259182.86,765873.17,45498443.33,7.5084,2025-06-03 18:05:00
886,2025-06-04,15385725.29,6651700.96,5898462.78,4360578.51,3215651.85,3740280.65,1823566.91,1278658.66,853313.92,2162496.97,817427.89,46187864.39,7.3854,2025-06-04 18:05:00
887,2025-06-05,15897104.53,7790017.4,7216740.08,4609651.6,3889212.29,3716074.42,1929799.29,1467854.4,1002283.55,2401702.67,801717.61,50722157.84,7.7281,2025-06-05 18:05:00
888,2025-06-06,15625776.55,7819494.44,6346298.91,4467304.02,3510850.21,3821526.54,1913196.2,1398734.96,899664.82,2415601.88,984633.92,49203082.45,7.4294,2025-06-06 18:05:00
889,2025-06-07,15684090.57,7820857.56,6397014.93,4206635.14,3303121.17,3827893.72,1892786.18,1405693.51,915005.05,2445339.1,873064.98,48771501.91,7.6415,2025-06-07 18:05:00
890,2025-06-08,15331946.13,7434927.55,6441341.97,4439426.49,3705609.52,3768295.08,2141422.81,1210811.68,877085.13,2418351.49,787383.08,48556600.93,7.5568,2025-06-08 18:05:00
891,2025-06-09,15060983.38,6642150.29,5913751.33,4018191.17,3137250.66,3550864.3,1820383.44,1205224.97,862158.39,2282174.25,802690.57,45295822.75,7.2729,2025-06-09 18:05:00
892,2025-06-10,14369467.12,6583334.05,6011537.98,4088688.13,2954635.9,3607441.48,1805144.75,1210181.34,855982.11,2304251.85,776546.64,44567211.35,7.2413,2025-06-10 18:05:00
893,2025-06-11,14565488.75,6578707.68,6262524.46,4311437.08,3359912.7,3402295.92,1756814.14,1263312.02,893474.96,2222815.34,955199.16,45571982.21,7.4477,2025-06-11 18:05:00
894,2025-06-12,15360509.96,7028190.63,6257719.43,4339022.45,3196923.96,3633816.23,1821232.91,1326598.08,843206.14,2276412.13,818335.01,46901966.93,7.4103,2025-06-12 18:05:00
895,2025-06-13,15935172.91,7698975.76,6834187.92,4696791.62,3607521.6,3697159.12,1904823.53,1410839.13,891814.92,2338337.66,712293.28,49727917.45,7.487,2025-06-13 18:05:00
896,2025-06-14,18095371.46,9046738.25,7882538.8,5095578.16,3938032.08,4780024.16,2389282.43,1642717.22,1107030.15,2657449.45,1075745.77,57710507.93,8.1137,2025-06-14 18:05:00
897,2025-06-15,15027934.23,7367965.27,6632798.01,4886563.69,3703668.46,3956169.22,1906519.18,1347919.17,1020782.31,2518518.91,1089724.67,49458563.12,7.4595,2025-06-15 18:05:00
898,2025-06-16,15532083.58,7100506.17,6326879.68,4437715.85,3419540.23,3736277.87,1639338.75,1390974.69,923852.35,2328302.92,966344.95,47801817.04,7.6865,2025-06-16 18:05:00
899,2025-06-17,15428829.96,7111412.34,6557167.78,4327460.41,3068171.91,3763483.65,1903193.51,1490235.24,995616.89,2344654.78,713719.97,47703946.44,7.5172,2025-06-17 18:05:00
900,2025-06-18,14096913.27,6504859.44,5547051.54,4141842.06,3238580.23,3554538.01,1742702.72,1223079.09,862737.09,2090434.14,753678.11,43756415.7,7.4079,2025-06-18 18:05:00
901,2025-06-19,14445160.29,7172041.16,6780554.9,4047087.72,3275096.58,3755788.24,1788039.52,1252967.6,899743.13,2365787.5,813650.63,46595917.27,7.2883,2025-06-19 18:05:00
902,2025-06-20,17118636.07,8062533.82,6796943.88,4471793.15,4052572.04,3967032.8,2224910.39,1426750.59,1035921.5,2525139.55,929319.5,52611553.29,7.8259,2025-06-20 18:05:00
903,2025-06-21,16855816.25,7742089.62,6631449.7,4479465.26,3740579.42,4187792.18,1744403.24,1451355.63,1051945.58,2393876.99,948108.65,51226882.52,7.4642,2025-06-21 18:05:00
904,2025-06-22,18170133.54,8534792.09,6966403.12,5249595.58,4160389.19,4569610.99,2443062.11,1526325.3,1133502.93,2639480.39,941110.89,56334406.13,7.9478,2025-06-22 18:05:00
905,2025-06-23,16002804.81,7192063.95,5820999.49,4231020.9,3230042.71,3668935.1,1981280.36,1174441.63,818376.22,2378938.93,722554.86,47221458.96,7.5392,2025-06-23 18:05:00
906,2025-06-24,16114456.95,7480384.12,6672155.6,4349873.09,3347193.95,3811495.02,1869359.41,1245418.07,959150.62,2245558.08,965032.0,49060076.91,7.387,2025-06-24 18:05:00
907,2025-06-25,15472721.51,6989106.9,6963332.12,4137881.85,3439190.28,3499985.48,1868452.09,1441219.8,918201.8,2250903.68,719916.97,47700912.48,7.7574,2025-06-25 18:05:00
908,2025-06-26,14468261.68,6785065.01,5590838.55,3687489.6,3068716.13,3303991.59,1792979.03,1327634.08,809504.61,2304681.0,686065.99,43825227.27,7.2123,2025-06-26 18:05:00
909,2025-06-27,16157632.95,7580070.86,6668877.57,4825473.28,3812059.21,3989350.4,2055865.06,1547938.75,834195.92,2486776.66,747028.08,50705268.74,7.5505,2025-06-27 18:05:00
910,2025-06-28,16314241.14,7451059.27,6697462.01,4484041.87,3584983.65,4109714.51,1938296.15,1441303.14,856264.45,2362772.36,960757.46,50200896.01,7.526,2025-06-28 18:05:00
911,2025-06-29,16301731.14,7311780.79,6622897.63,4233711.41,3244933.17,3875072.03,1741546.12,1274393.04,885055.14,2228996.62,861134.26,48581251.35,7.3467,2025-06-29 18:05:00
912,2025-06-30,14789442.99,7211696.83,6843179.06,4101904.15,3253167.99,3716333.23,2125186.87,1297713.28,808071.46,2139839.53,932133.42,47218668.81,7.3113,2025-06-30 18:05:00
913,2025-07-01,16775223.44,8131117.57,7289776.79,4964255.04,3894334.87,4318331.03,2188809.53,1448322.1,954229.71,2507780.55,818519.22,53290699.85,7.8704,2025-07-01 18:05:00
914,2025-07-02,16268303.15,6961531.84,6283206.68,4531758.57,3430504.27,3913177.5,1945731.62,1344182.5,947773.53,2386795.37,708460.92,48721425.95,7.5315,2025-07-02 18:05:00
915,2025-07-03,17140110.32,8297417.27,7065911.35,4467754.3,3718839.23,4080904.68,2117209.39,1626072.48,950331.02,2667390.68,869785.44,53001726.16,7.6512,2025-07-03 18:05:00
916,2025-07-04,19430187.54,9174479.75,8245290.51,5799173.26,4596022.72,5110450.4,2523753.92,1919779.91,1151749.94,2732599.04,1048024.74,61731511.73,8.3607,2025-07-04 18:05:00
917,2025-07-05,18360644.66,8929728.39,7963964.79,5388384.18,4146097.46,4612404.44,2525286.43,2059505.32,1062581.4,2776504.71,1097322.97,58922424.75,7.6964,2025-07-05 18:05:00
918,2025-07-06,16058019.2,7973814.77,6777840.63,4697003.62,3499625.58,4075875.17,1897895.73,1646437.65,1037083.33,2597401.37,740343.68,51001340.73,6.9693,2025-07-06 18:05:00
919,2025-07-07,18770713.13,7803022.42,6852203.48,4761787.17,3707682.2,4197231.03,2112532.4,1520293.96,1047321.24,2854923.03,1012385.0,54640095.06,7.7243,2025-07-07 18:05:00
920,2025-07-08,16026932.56,6871664.91,6782113.12,4208996.77,3555561.52,3771941.0,1906072.49,1487119.84,839669.34,2438230.11,761011.21,48649312.87,7.7417,2025-07-08 18:05:00
921,2025-07-09,16117549.16,7861727.47,7076047.81,4308222.13,3605231.9,3965367.63,2015118.88,1530394.86,912392.51,2486753.66,820068.21,50698874.22,7.7652,2025-07-09 18:05:00
922,2025-07-10,15903482.17,7867740.12,6330626.58,4521841.36,3213101.83,3913557.53,2027722.92,1441316.39,840539.16,2234310.17,989707.02,49283945.25,7.5212,2025-07-10 18:05:00
923,2025-07-11,17462847.83,7876705.12,7442731.55,4942873.4,4207159.74,4396593.22,1998200.84,1741743.01,1084447.76,2484299.75,698494.19,54336096.41,7.588,2025-07-11 18:05:00
924,2025-07-12,17955925.29,8133592.71,7786363.68,5185755.85,4057990.18,4420488.47,2065718.64,1595616.93,1066723.96,2709590.91,1032473.02,56010239.64,7.765,2025-07-12 18:05:00
925,2025-07-13,17800039.82,8814659.65,6922765.31,5167429.64,4159001.23,4490197.48,2183396.16,1752528.84,1067080.95,2732945.35,1046152.43,56136196.86,7.8326,2025-07-13 18:05:00
926,2025-07-14,16398538.9,8014605.24,6885314.19,4909484.2,3905242.71,3912551.43,2152044.31,1692178.9,995568.21,2546565.19,838170.78,52250264.06,7.2786,2025-07-14 18:05:00
927,2025-07-15,14987696.59,7780383.19,7186857.19,4238319.63,3361483.54,3765598.59,2099395.78,1655864.78,960852.69,2379895.91,830356.94,49246704.83,7.4336,2025-07-15 18:05:00
928,2025-07-16,15538742.68,7625784.09,6788694.11,4341228.11,3703009.83,3961451.07,2228831.95,1583014.06,977533.07,2385235.2,1043283.25,50176807.42,7.5201,2025-07-16 18:05:00
929,2025-07-17,16961849.24,7417008.26,6305736.88,4643088.44,3778106.59,3872483.48,1981908.2,1634313.28,919259.1,2343948.23,1122115.79,50979817.49,7.6326,2025-07-17 18:05:00
930,2025-07-18,17078026.19,8141932.74,7225232.8,4620599.9,4134213.14,4269974.98,2288542.18,1625819.42,986010.55,2764932.43,1099282.54,54234566.87,7.5857,2025-07-18 18:05:00
931,2025-07-19,19252135.87,8071390.3,8010319.83,5301656.08,4320505.1,4774997.34,2422807.35,1747221.01,1090390.44,2713506.17,1284017.52,58988947.01,8.0388,2025-07-19 18:05:00
932,2025-07-20,18029241.25,7713866.69,6434394.94,4541925.84,3945128.7,4217121.43,2213137.79,1767677.83,997347.94,2560244.35,859012.93,53279099.69,7.3013,2025-07-20 18:05:00
933,2025-07-21,17638454.44,8466550.01,7199835.83,4851918.27,3558269.46,4104751.47,2165500.41,1527115.3,1151951.64,2611335.07,755171.57,54030853.47,7.6861,2025-07-21 18:05:00
934,2025-07-22,16767872.85,8211825.36,6751543.78,5053711.9,3736602.68,4009918.73,2035244.16,1556751.73,957279.85,2578276.4,913060.62,52572088.06,7.5267,2025-07-22 18:05:00
935,2025-07-23,17592544.76,8545052.36,6568063.47,5005525.16,3678613.68,4456407.68,2016754.2,1752453.94,1030846.38,2513712.93,1051099.99,54211074.55,8.1539,2025-07-23 18:05:00
936,2025-07-24,15812582.12,7550959.99,6518988.71,4175506.68,3760652.91,4063289.24,1840517.78,1489457.31,954910.92,2462800.95,654771.63,49284438.24,7.2039,2025-07-24 18:05:00
937,2025-07-25,18100149.77,7389525.51,6971052.85,4972050.15,4032372.55,4270378.92,2172655.99,1601372.61,1089674.73,2513096.24,823311.27,53935640.59,7.8362,2025-07-25 18:05:00
938,2025-07-26,19421091.06,8191897.51,7342327.55,5466473.64,3816110.31,4191931.65,2224177.38,1680184.5,996797.53,2674772.83,877382.14,56883146.1,7.7789,2025-07-26 18:05:00
939,2025-07-27,20093938.18,9269087.02,7591535.94,6003967.55,4190477.22,4655334.8,2283752.22,1802252.18,1193870.08,2992629.57,1081880.82,61158725.58,8.2668,2025-07-27 18:05:00
940,2025-07-28,16212210.81,8619574.67,6769077.99,4934385.08,3910069.66,4291407.64,2237267.51,1749629.64,1003874.92,2504282.31,978711.55,53210491.78,7.6417,2025-07-28 18:05:00
941,2025-07-29,15786802.27,7785852.79,6048227.29,4158207.36,3678995.55,3872393.0,1940440.27,1581640.43,1068505.97,2430319.56,776757.67,49128142.16,7.3409,2025-07-29 18:05:00
942,2025-07-30,16959591.45,7737749.63,6622885.9,4745685.49,3415159.24,4018396.88,1963050.48,1587418.97,998351.83,2593527.44,937155.78,51578973.09,7.6343,2025-07-30 18:05:00
943,2025-07-31,16996148.07,7301276.41,6990460.78,4955292.66,3305999.19,3983713.27,2011670.68,1661329.68,887875.42,2492413.63,764009.78,51350189.57,7.5353,2025-07-31 18:05:00
944,2025-08-01,17098647.7,8370220.65,7411912.12,4933219.41,4002770.23,4304454.36,2334370.73,1736483.13,1035027.68,2673801.66,926586.04,54827493.71,7.5628,2025-08-01 18:05:00
945,2025-08-02,16560742.15,8122727.28,7081342.24,5090122.9,3488216.8,4104036.23,2026525.43,1730706.05,1099503.02,2802532.06,790900.61,52897354.77,7.2875,2025-08-02 18:05:00
946,2025-08-03,18839197.14,8767941.44,6894215.65,4695840.98,3968373.14,4501330.15,2221782.35,1578774.11,1038093.72,2645286.47,948881.94,56099717.09,8.0302,2025-08-03 18:05:00
947,2025-08-04,17022382.19,8039921.21,6856489.84,4832024.29,3908341.21,4281141.83,2109867.47,1781063.58,992414.37,2571632.37,834195.04,53229473.4,7.9123,2025-08-04 18:05:00
948,2025-08-05,13707018.76,6640825.8,5998038.23,3733032.04,3354971.28,3444247.85,1683928.25,1365165.65,866841.0,2099582.16,849303.68,43742954.7,7.3494,2025-08-05 18:05:00
949,2025-08-06,15139852.76,7239538.97,6458804.06,4081304.59,3334883.34,3818321.78,1884409.23,1233827.13,882894.98,2325057.34,843001.07,47241895.25,7.2328,2025-08-06 18:05:00
950,2025-08-07,14848306.59,6805314.35,5738167.81,3987383.56,3218593.25,3548174.15,1615309.49,1491381.78,826550.06,2222008.81,761493.39,45062683.24,7.6797,2025-08-07 18:05:00
951,2025-08-08,16269601.89,7850385.13,6106351.31,4476038.88,3768847.78,4291553.7,2048577.92,1556974.85,901304.97,2429791.54,1109694.58,50809122.55,7.6691,2025-08-08 18:05:00
952,2025-08-09,18677766.04,8218422.55,7177614.55,4757510.92,3797606.44,4542440.85,2066248.71,1678790.74,1171459.14,2500151.56,1041800.82,55629812.32,7.6399,2025-08-09 18:05:00
953,2025-08-10,17211864.4,7801451.32,6967001.34,4722446.06,4052676.73,4365689.68,2297922.88,1595199.22,939477.59,2655564.77,906819.14,53516113.13,7.4848,2025-08-10 18:05:00
954,2025-08-11,14444539.99,7396585.72,5894354.51,4257971.73,3390951.79,3679071.77,1854788.07,1462242.23,886884.46,2160103.76,758705.01,46186199.04,7.1984,2025-08-11 18:05:00
955,2025-08-12,16175579.43,6561675.88,6021564.46,4162872.66,3241743.56,3622287.52,1799684.79,1351140.46,902674.13,2306699.92,692218.69,46838141.5,7.3484,2025-08-12 18:05:00
956,2025-08-13,16017713.21,7645159.04,6516479.32,4301430.24,3448136.33,3916386.52,2038940.47,1410970.73,897417.67,2301484.95,834650.52,49328769.0,7.3521,2025-08-13 18:05:00
957,2025-08-14,15700915.25,6682312.21,6308098.28,4476381.47,3417808.47,3853485.58,1801726.1,1420035.29,831921.62,2392875.86,880952.4,47766512.53,7.3717,2025-08-14 18:05:00
958,2025-08-15,19329023.85,8736600.88,8168806.35,5244571.43,4424290.12,4564037.85,2270436.19,1785469.98,1047830.56,2764472.05,780307.38,59115846.64,7.9453,2025-08-15 18:05:00
959,2025-08-16,18973304.07,8490731.16,6675680.07,5236177.01,3829261.53,4339827.44,1939056.09,1612211.69,1055916.15,2568908.81,784277.47,55505351.49,7.7441,2025-08-16 18:05:00
960,2025-08-17,18714206.67,8304343.1,7167245.25,4708860.23,4001684.38,4455400.42,2375724.87,1769788.96,987432.94,2626858.69,906186.0,56017731.51,7.8692,2025-08-17 18:05:00
961,2025-08-18,17475204.24,7209132.95,6074320.79,5004941.78,3511253.05,3729225.42,2241140.99,1567883.22,826969.62,2302347.11,760212.03,50702631.2,7.2915,2025-08-18 18:05:00
962,2025-08-19,15660204.68,7348239.05,6203923.18,4578357.95,3285645.65,3679153.94,1730888.23,1501446.19,925332.0,2409306.96,851898.06,48174395.89,7.3861,2025-08-19 18:05:00
963,2025-08-20,15001868.56,6779215.92,5640147.83,3975038.26,3249469.54,3577558.04,1709843.06,1421815.48,799100.81,2037006.03,811609.59,45002673.12,7.2182,2025-08-20 18:05:00
964,2025-08-21,15885073.74,7004441.03,6534598.75,4170284.22,3217992.53,3485178.37,1884095.97,1427180.13,917842.86,2353543.6,814319.43,47694550.63,7.2971,2025-08-21 18:05:00
965,2025-08-22,16681662.77,7476267.99,6827794.24,4645666.02,3795699.32,3799650.38,1973746.07,1464928.25,945808.34,2492676.12,963886.5,51067786.0,7.3535,2025-08-22 18:05:00
966,2025-08-23,17246137.14,7775443.37,7121371.99,4818686.54,3818573.32,4042564.62,2064338.21,1746232.05,958050.5,2475797.99,841260.23,52908455.96,7.7182,2025-08-23 18:05:00
967,2025-08-24,16905788.33,7580238.62,6656897.61,4923888.97,3557389.97,4119645.2,2046082.58,1659860.54,972734.95,2515891.69,903407.83,51841826.29,7.4503,2025-08-24 18:05:00
968,2025-08-25,16331422.64,7916986.83,6037818.16,4066577.88,3481518.26,3844924.95,1966365.7,1605125.76,839381.59,2342608.66,733868.92,49166599.35,7.6051,2025-08-25 18:05:00
969,2025-08-26,14967119.08,6969714.46,5867216.51,4327870.29,3226018.08,3856695.15,1763210.83,1514419.26,834087.78,2220600.8,855782.54,46402734.78,6.971,2025-08-26 18:05:00
970,2025-08-27,16485267.42,7131102.13,6407199.12,4070676.34,3176657.53,3797292.41,1944048.69,1430924.31,889899.37,2343308.85,856640.83,48533017.0,7.5662,2025-08-27 18:05:00
971,2025-08-28,16558058.47,7170395.94,6927684.69,4372011.74,3388466.48,3791727.13,1818054.14,1286407.99,850182.75,2409179.99,721260.16,49293429.48,7.6056,2025-08-28 18:05:00
972,2025-08-29,17019155.81,8187250.72,6822187.55,4963109.97,3639458.81,3850965.29,1984315.62,1444822.24,999674.63,2367507.98,878620.42,52157069.04,7.551,2025-08-29 18:05:00
973,2025-08-30,18489321.82,7600540.33,6986525.32,4567759.53,3969143.62,4201751.61,1936634.71,1710041.21,995557.21,2634029.78,946817.65,54038122.79,7.5352,2025-08-30 18:05:00
974,2025-08-31,17906747.01,8193630.76,7010577.4,4545102.57,3879020.3,4318798.04,2095223.07,1631652.56,918525.04,2339497.64,982374.92,53821149.31,7.5617,2025-08-31 18:05:00
975,2025-09-01,12356688.33,5890819.94,5195831.74,3634584.1,2960333.99,3182507.41,1526298.67,1085693.49,717329.92,1770244.04,726401.25,39046732.88,6.8349,2025-09-01 18:05:00
976,2025-09-02,12727353.81,5524310.81,5581445.12,3791663.3,2653161.82,3086062.57,1640030.61,925722.73,735819.33,1912383.67,619578.87,39197532.64,7.0141,2025-09-02 18:05:00
977,2025-09-03,12900708.58,5722827.52,5457870.23,3639028.54,2765233.0,3145092.88,1564896.19,1107587.23,718394.06,1864734.22,763351.9,39649724.35,6.725,2025-09-03 18:05:00
978,2025-09-04,12715230.6,6130915.74,5360440.87,3406464.61,3119427.39,3290681.11,1620200.04,1058716.53,775908.23,1879225.54,759173.76,40116384.42,6.9777,2025-09-04 18:05:00
